"FEATURE","CLEAN_FEAT","APPROVALDT","ORIGIN","DIAMETER","CENTER_LON","CENTER_LAT","TYPE","CODE","APPROVAL","MIN_LON","MAX_LON","MIN_LAT","MAX_LAT","ETHNICITY","CONTINENT","QUAD_NAME","QUAD_CODE","LINK"
"Catena Krafft","Catena Krafft","1976-01-01 00:00:00","Named from nearby crater.","55.1054","287.74974174536","14.9135542781983","Catena, catenae","CA","Adopted by IAU","287.559385299683","287.940103530884","14.0237369537354","15.803373336792","Germany","Europe","Vasco da Gama","LAC-55","http://planetarynames.wr.usgs.gov/Feature/1062"
"Catena Kurchatov","Catena Kurchatov","1976-01-01 00:00:00","Named from nearby crater.","234.913","136.603346789011","37.2465452240275","Catena, catenae","CA","Adopted by IAU","131.989889144897","140.829160690308","35.2262363433838","38.1457767486572","Soviet","Europe","Campbell","LAC-31","http://planetarynames.wr.usgs.gov/Feature/1063"
"Catena Leuschner (GDL)","Catena Leuschner  GDL","1979-01-01 00:00:00","Named from nearby crater; GDL=Gas Dynamics Laboratory","200.058","248.695543856508","5.07366298500554","Catena, catenae","CA","Adopted by IAU","246.530527114868","250.860563278198","2.5769100189209","7.5704174041748","American","North America","Michelson","LAC-71","http://planetarynames.wr.usgs.gov/Feature/1064"
"Catena Littrow","Catena Littrow","1985-01-01 00:00:00","Named from nearby crater.","10.2998","29.6113899804758","22.2308060553789","Catena, catenae","CA","Adopted by IAU","29.4283351898193","29.7944469451904","22.2197589874268","22.2418537139893","Czechoslovakia","Europe","Mare Serenitatis","LAC-42","http://planetarynames.wr.usgs.gov/Feature/1065"
"Catena Lucretius (RNII)","Catena Lucretius  RNII","1979-01-01 00:00:00","Named from nearby crater; RNII=Rocket Research Institute.","232.065","233.554266396","-4.02584290599992","Catena, catenae","CA","Adopted by IAU","230.153764724731","236.954767227173","-5.79738807678223","-2.25429725646973","Roman","Europe","Lucretius","LAC-89","http://planetarynames.wr.usgs.gov/Feature/1066"
"Catena Mendeleev","Catena Mendeleev","1976-01-01 00:00:00","Named from nearby crater.","125.22","139.216618789354","6.63019915895358","Catena, catenae","CA","Adopted by IAU","138.481267929077","140.013799667358","4.71391105651855","8.53706169128418","Russia","Europe","Mendeleev","LAC-66","http://planetarynames.wr.usgs.gov/Feature/1067"
"Catena Michelson (GIRD)","Catena Michelson  GIRD","1979-01-01 00:00:00","Named from nearby crater; GIRD=Group for the Study of Reaction Motion.","450.598","246.418845657","-0.442236825999942","Catena, catenae","CA","Adopted by IAU","241.179204940796","251.829477310181","-5.54074668884277","4.83317375183105","Germany","Europe","Lucretius","LAC-89","http://planetarynames.wr.usgs.gov/Feature/1068"
"Catena Pierre","Catena Pierre","1976-01-01 00:00:00","French male name.","9.43503","328.141632575329","19.761239165647","Catena, catenae","CA","Adopted by IAU","327.983434677124","328.279985427856","19.7612400054932","19.8357448577881","France","Europe","Aristarchus","LAC-39","http://planetarynames.wr.usgs.gov/Feature/1069"
"Catena Taruntius","Catena Taruntius","1985-01-01 00:00:00","Named from nearby crater.","69.2389","48.706421841937","3.04305927860758","Catena, catenae","CA","Adopted by IAU","47.6780223846436","49.7188587188721","2.51419639587402","3.54158592224121","Roman","Europe","Taruntius","LAC-61","http://planetarynames.wr.usgs.gov/Feature/1072"
"Catena Timocharis","Catena Timocharis","1985-01-01 00:00:00","Named from nearby crater.","48.3693","346.794017099844","29.0949243920001","Catena, catenae","CA","Adopted by IAU","346.700017929077","346.834890365601","28.2982959747314","29.8830089569092","Greek","Europe","Timocharis","LAC-40","http://planetarynames.wr.usgs.gov/Feature/1073"
"Catena Yuri","Catena Yuri","1976-01-01 00:00:00","Russian male name.","4.51752","329.61839221315","24.4081442452209","Catena, catenae","CA","Adopted by IAU","329.574239730835","329.662546157837","24.3454418182373","24.4708499908447","Russia","Europe","Aristarchus","LAC-39","http://planetarynames.wr.usgs.gov/Feature/1074"
"Vallis Christel","Vallis Christel","1976-01-01 00:00:00","German female name, part of Aratus CA.","2.10018","11.0814381550539","24.5441037607586","Vallis, valles","VA","Adopted by IAU","11.0437984466553","11.1190776824951","24.5402164459229","24.5479907989502","Germany","Europe","Mare Serenitatis","LAC-42","http://planetarynames.wr.usgs.gov/Feature/1200"
"Dorsum Arduino","Dorsum Arduino","1976-01-01 00:00:00","Giovanni; Italian Earth scientist (1713-1795).","99.7323","323.734793045163","24.7734431061164","Dorsum, dorsa","DO","Adopted by IAU","323.529447555542","324.980386734009","23.7418003082275","26.2776546478271","Italy","Europe","Aristarchus","LAC-39","http://planetarynames.wr.usgs.gov/Feature/1605"
"Dorsum Azara","Dorsum Azara","1976-01-01 00:00:00","Felix De; Spanish Earth scientist (1746-1811).","103.196","19.166419008","26.860561283","Dorsum, dorsa","DO","Adopted by IAU","18.6629581451416","20.3581981658936","25.7114543914795","28.5222873687744","Spain","Europe","Mare Serenitatis","LAC-42","http://planetarynames.wr.usgs.gov/Feature/1606"
"Dorsum Bucher","Dorsum Bucher","1976-01-01 00:00:00","Walter Herman; American geologist (1889-1965).","84.6514","320.449678362","30.763348755","Dorsum, dorsa","DO","Adopted by IAU","320.351449966431","320.809858322144","29.493631362915","32.1582012176514","Switzerland","Europe","Aristarchus","LAC-39","http://planetarynames.wr.usgs.gov/Feature/1607"
"Dorsum Buckland","Dorsum Buckland","1976-01-01 00:00:00","William; British Earth scientist (1784-1856).","369.125","14.2994718047271","19.4328953783815","Dorsum, dorsa","DO","Adopted by IAU","9.39590644836426","20.8206768035889","18.3101673126221","23.1656894683838","Great Britain","Europe","Mare Serenitatis","LAC-42","http://planetarynames.wr.usgs.gov/Feature/1608"
"Dorsum Cayeux","Dorsum Cayeux","1976-01-01 00:00:00","Lucien; French sedimentary petrographer (1864-1944).","95.1353","51.2203677620001","0.762790124000048","Dorsum, dorsa","DO","Adopted by IAU","50.9215984344482","52.0004100799561","-0.598220825195312","2.11287498474121","France","Europe","Mare Undarum","LAC-62","http://planetarynames.wr.usgs.gov/Feature/1609"
"Dorsum Cloos","Dorsum Cloos","1976-01-01 00:00:00","Hans; German Earth scientist (1885-1951).","103.087","90.4099786195714","1.14948904131432","Dorsum, dorsa","DO","Adopted by IAU","90.3871326446533","91.1442966461182","-0.267940521240234","2.5762996673584","Germany","Europe","Babcock","LAC-64","http://planetarynames.wr.usgs.gov/Feature/1610"
"Dorsum Cushman","Dorsum Cushman","1976-01-01 00:00:00","Joseph Augustine; American micropaleontologist (1881-1949).","85.6515","49.1934647525012","1.41709958500226","Dorsum, dorsa","DO","Adopted by IAU","48.0758991241455","50.3439311981201","0.695234298706055","2.26095008850098","American","North America","Taruntius","LAC-61","http://planetarynames.wr.usgs.gov/Feature/1611"
"Dorsum Gast","Dorsum Gast","1973-01-01 00:00:00","Paul Werner; American geochemist, geologist (1930-1973).","64.8697","8.70679226800007","24.375280595","Dorsum, dorsa","DO","Adopted by IAU","8.68401908874512","8.99403953552246","23.3113956451416","25.4099979400635","American","North America","Montes Apenninus","LAC-41","http://planetarynames.wr.usgs.gov/Feature/1612"
"Montes Jura","Montes Jura","1961-01-01 00:00:00","Named from terrestrial Jura Mountains.","420.796","323.888996383538","47.4935289398388","Mons, montes","MO","Adopted by IAU","322.228059768677","332.361001968384","41.0597171783447","48.6810741424561","Germany","Europe","Sinus Iridum","LAC-24","http://planetarynames.wr.usgs.gov/Feature/4011"
"Montes Secchi","Montes Secchi","1976-01-01 00:00:00","Named from nearby crater.","52.466","43.1727590548879","2.71718042332458","Mons, montes","MO","Adopted by IAU","42.729154586792","43.6163654327393","1.97419548034668","3.46016502380371","Italy","Europe","Taruntius","LAC-61","http://planetarynames.wr.usgs.gov/Feature/4016"
"Planitia Descensus","Planitia Descensus","1970-01-01 00:00:00","Luna 9 landing site (`plain of descent`).","0","295.845610161522","7.18030358956471","Planitia, planitiae","PL","Adopted by IAU","295.845610161522","295.845610161522","7.18030358956471","7.18030358956471","Latin","Europe","Hevelius","LAC-56","http://planetarynames.wr.usgs.gov/Feature/4750"
"Rima Agatharchides","Rima Agatharchides","1964-01-01 00:00:00","Named from nearby crater.","54.251","331.435666838221","-20.3784248613375","Rima, rimae","RI","Adopted by IAU","330.995046615601","331.904470443726","-21.1487197875977","-19.602331161499","Greek","Europe","Pitatus","LAC-94","http://planetarynames.wr.usgs.gov/Feature/5037"
"Rima Archytas","Rima Archytas","1964-01-01 00:00:00","Named from nearby crater.","90.1823","2.99854321825631","53.6285759136704","Rima, rimae","RI","Adopted by IAU","1.03447914123535","4.42422294616699","52.2848415374756","54.5406970977783","Greek","Europe","Plato","LAC-12","http://planetarynames.wr.usgs.gov/Feature/5039"
"Rima Ariadaeus","Rima Ariadaeus","1961-01-01 00:00:00","Named from nearby crater.","247.449","13.4381162071828","6.47518068416507","Rima, rimae","RI","Adopted by IAU","9.52889060974121","17.474401473999","4.86998558044434","7.6695499420166","Latin","Europe","Julius Caesar","LAC-60","http://planetarynames.wr.usgs.gov/Feature/5040"
"Rima Billy","Rima Billy","1964-01-01 00:00:00","Named from nearby crater.","69.8213","311.95930687675","-14.7406648499629","Rima, rimae","RI","Adopted by IAU","311.283559799194","312.675401687622","-15.5709247589111","-13.8561553955078","France","Europe","Letronne","LAC-75","http://planetarynames.wr.usgs.gov/Feature/5042"
"Rima Birt","Rima Birt","1964-01-01 00:00:00","Named from nearby crater.","54.183","350.718921497975","-21.403404287971","Rima, rimae","RI","Adopted by IAU","350.279630661011","350.878694534302","-22.3124828338623","-20.6514339447021","Great Britain","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/5043"
"Rima Zahia","Rima Zahia","1976-01-01 00:00:00","Arabic female name.","15.2422","329.544363243772","25.0208893667868","Rima, rimae","RI","Adopted by IAU","329.506719589233","329.63812828064","24.7893581390381","25.2512493133545","Arabian","Asia","Aristarchus","LAC-39","http://planetarynames.wr.usgs.gov/Feature/5089"
"Vallis Alpes","Vallis Alpes","1961-01-01 00:00:00","`Alpine Valley.`","155.417","3.63138084511837","49.2087803039079","Vallis, valles","VA","Adopted by IAU","0.363134384155273","6.95033836364746","47.7936992645264","50.5211620330811","Switzerland","Europe","Plato","LAC-12","http://planetarynames.wr.usgs.gov/Feature/6290"
"Vallis Baade","Vallis Baade","1964-01-01 00:00:00","Named from nearby crater.","206.789","282.770172959574","-45.5533481691715","Vallis, valles","VA","Adopted by IAU","280.086866378784","285.244813919067","-48.6595191955566","-42.8151092529297","Germany","Europe","Vallis Inghirami","LAC-109","http://planetarynames.wr.usgs.gov/Feature/6291"
"Vallis Bohr","Vallis Bohr","1976-01-01 00:00:00","Named from nearby crater.","95.3219","271.138121915868","10.2489440603384","Vallis, valles","VA","Adopted by IAU","271.121740341187","271.189672470093","8.68435096740723","11.7550601959229","Denmark","Europe","Vasco da Gama","LAC-55","http://planetarynames.wr.usgs.gov/Feature/6292"
"Vallis Bouvard","Vallis Bouvard","1970-01-01 00:00:00","Alexis; French astronomer, mathematician (1767-1843).","287.924","277.679615071885","-38.4496613529462","Vallis, valles","VA","Adopted by IAU","275.245294570923","279.209856033325","-42.1899566650391","-35.028169631958","France","Europe","Vallis Inghirami","LAC-109","http://planetarynames.wr.usgs.gov/Feature/6293"
"Vallis Capella","Vallis Capella","1984-01-01 00:00:00","Named from nearby crater.","106.28","35.038471639769","-7.39178426982261","Vallis, valles","VA","Adopted by IAU","33.7847270965576","36.2271671295166","-8.69455909729004","-6.00345420837402","Romania (Rumania)","Europe","Colombo","LAC-79","http://planetarynames.wr.usgs.gov/Feature/6294"
"Vallis Inghirami","Vallis Inghirami","1964-01-01 00:00:00","Named from nearby crater.","145.084","287.410347547891","-43.9470233481256","Vallis, valles","VA","Adopted by IAU","284.759695053101","290.060998916626","-45.3922271728516","-42.5018177032471","Italy","Europe","Vallis Inghirami","LAC-109","http://planetarynames.wr.usgs.gov/Feature/6295"
"Vallis Palitzsch","Vallis Palitzsch","1964-01-01 00:00:00","Named from nearby crater.","110.498","64.6373897788519","-26.1634987939921","Vallis, valles","VA","Adopted by IAU","64.4185276031494","64.8872356414795","-27.9832725524902","-24.3931789398193","Germany","Europe","Petavius","LAC-98","http://planetarynames.wr.usgs.gov/Feature/6296"
"Vallis Planck","Vallis Planck","1970-01-01 00:00:00","Named from nearby crater.","502.899","126.155869395508","-57.2648914658856","Vallis, valles","VA","Adopted by IAU","124.172086715698","129.322336196899","-65.2831630706787","-49.3093547821045","Germany","Europe","Fechner","LAC-130","http://planetarynames.wr.usgs.gov/Feature/6297"
"Ryder","Ryder","2006-01-01 00:00:00","Graham; United Kingdom-born, American geologist (1949-2002).","15.5485","143.299400398653","-43.8747119361306","Crater, craters","AA","Adopted by IAU","142.952020645142","143.647115707397","-44.0936260223389","-43.6557807922363","United States","North America","Jules Verne","LAC-118","http://planetarynames.wr.usgs.gov/Feature/6956"
"Bi Sheng","Bi Sheng","2010-08-02 00:00:00","Chinese inventor (c. 990-1051).","55.271","148.458656584766","78.3450055442503","Crater, craters","AA","Adopted by IAU","143.831357955933","152.840703964233","77.4634494781494","79.2862071990967","China","Asia","Karpinskij","LAC-7","http://planetarynames.wr.usgs.gov/Feature/14748"
"Cai Lun","Cai Lun","2010-08-02 00:00:00","Chinese inventor (c. 57-121).","44.8908","113.663851286091","80.1165508663073","Crater, craters","AA","Adopted by IAU","109.351301193237","117.976469039917","79.3763484954834","80.8567523956299","China","Asia","Peary","LAC-1","http://planetarynames.wr.usgs.gov/Feature/14749"
"Zhang Yuzhe","Zhang Yuzhe","2010-08-02 00:00:00","Chinese astronomer (1902-1986).","38.0043","222.179496844631","-69.0698603057966","Crater, craters","AA","Adopted by IAU","220.426706314087","223.929937362671","-69.6067314147949","-68.5329780578613","China","Asia","Zeeman","LAC-142","http://planetarynames.wr.usgs.gov/Feature/14750"
"Abbe","Abbe","1970-01-01 00:00:00","Ernst Karl; German optician, physicist, astronomer (1840-1905).","63.976","174.774969010485","-57.5754823530759","Crater, craters","AA","Adopted by IAU","172.813470840454","176.736333847046","-58.6303691864014","-56.5205917358398","Germany","Europe","Hess","LAC-132","http://planetarynames.wr.usgs.gov/Feature/9"
"Abbot","Abbot","1973-01-01 00:00:00","Charles Greeley; American astrophysicist (1872-1973).","10.4043","54.7430589309508","5.55616226346136","Crater, craters","AA","Adopted by IAU","54.570707321167","54.9154148101807","5.38460731506348","5.72772026062012","American","North America","Mare Undarum","LAC-62","http://planetarynames.wr.usgs.gov/Feature/10"
"Abel","Abel","1964-01-01 00:00:00","Niels Henrik; Norwegian mathematician (1802-1829).","137.349","85.7762185311885","-34.6257003361427","Crater, craters","AA","Adopted by IAU","83.4320240020752","88.2099132537842","-36.7717876434326","-32.5447616577148","Norway","Europe","Mare Australe","LAC-116","http://planetarynames.wr.usgs.gov/Feature/12"
