NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGHTKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
LUCRETIUS C;Crater;??;Titus C. Lucrecius;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;philosopher;Rome;Roman;-1;1st century BC;??;-95;??;-55;??;-114,4;114,4 ° West;-3,7;3,7 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;20;20;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
LUCRETIUS U;Crater;??;Titus C. Lucrecius;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;philosopher;Rome;Roman;-1;1st century BC;??;-95;??;-55;??;-123,6;123,6 ° West;-7,7;7,7 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;24;24;14;14;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
LUNDMARK B;Crater;??;Knut E. Lundmark;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Sweden;Swedish;20;20 th century;??;1889;??;1958;??;153,2;153,2 ° East;-37,7;37,7 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;30;30;18;18;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
LUNDMARK C;Crater;??;Knut E. Lundmark;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Sweden;Swedish;20;20 th century;??;1889;??;1958;??;155,6;155,6 ° East;-35,8;35,8 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;25;25;15;15;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
LUNDMARK D;Crater;??;Knut E. Lundmark;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Sweden;Swedish;20;20 th century;??;1889;??;1958;??;154,3;154,3 ° East;-38,8;38,8 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;29;29;17;17;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
LUNDMARK F;Crater;??;Knut E. Lundmark;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Sweden;Swedish;20;20 th century;??;1889;??;1958;??;157,2;157,2 ° East;-39,4;39,4 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;26;26;15;15;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
LUNDMARK G;Crater;??;Knut E. Lundmark;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Sweden;Swedish;20;20 th century;??;1889;??;1958;??;155,5;155,5 ° East;-40,5;40,5 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;35;35;21;21;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
LYMAN P;Crater;??;Theodore Lyman;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USA;American;20;20 th century;Boston;1874;Brookline;1954;Surveys about ultraviolet spectroscopy. Discoverer of a special rays series of hydrogen in this domain.;158,5;158,5 ° East;-67,6;67,6 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;14;14;8;8;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
LYMAN Q;Crater;??;Theodore Lyman;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USA;American;20;20 th century;Boston;1874;Brookline;1954;Surveys about ultraviolet spectroscopy. Discoverer of a special rays series of hydrogen in this domain.;156,7;156,7 ° East;-68,6;68,6 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;56;56;33;33;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
LYMAN T;Crater;??;Theodore Lyman;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USA;American;20;20 th century;Boston;1874;Brookline;1954;Surveys about ultraviolet spectroscopy. Discoverer of a special rays series of hydrogen in this domain.;157,7;157,7 ° East;-64,1;64,1 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;59;59;35;35;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
LYMAN V;Crater;??;Theodore Lyman;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USA;American;20;20 th century;Boston;1874;Brookline;1954;Surveys about ultraviolet spectroscopy. Discoverer of a special rays series of hydrogen in this domain.;154,2;154,2 ° East;-62,6;62,6 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;37;37;22;22;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MACH H;Crater;??;Ernst Mach;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;Austria;Austrian;19;19 th century;Chirlitz-Turas;1838;Haar;1916;Numerous works in optics, acoustics and sound speed. Author of a general principle about mutual action between two bodies on 1933. ;-144,1;144,1 ° West;14,9;14,9 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;40;40;24;24;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MAKSUTOV U;Crater;??;Dmitrij D. Maksutov;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;optician;USSR;Soviet;20;20 th century;??;1896;??;1964;Inventor of a new ctadioptric telescope type.;-170,9;170,9 ° West;-40,1;40,1 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;21;21;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MALYY G;Crater;??;Aleksandr L. Malyy;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;engineer;USSR;Soviet;20;20 th century;??;1907;??;1961;Space launchers conceiver.;106,9;106,9 ° East;21,7;21,7 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;28;28;16;16;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MALYY K;Crater;??;Aleksandr L. Malyy;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;engineer;USSR;Soviet;20;20 th century;??;1907;??;1961;Space launchers conceiver.;107;107 ° East;19,6;19,6 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;15;15;9;9;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MALYY L;Crater;??;Aleksandr L. Malyy;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;engineer;USSR;Soviet;20;20 th century;??;1907;??;1961;Space launchers conceiver.;106,1;106,1 ° East;19,9;19,9 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;14;14;8;8;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MANDEL'SHTAM A;Crater;??;Leonid I. Mandel'shtam;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USSR;Soviet;20;20 th century;??;1879;??;1944;??;162,4;162,4 ° East;5,7;5,7 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;64;64;38;38;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MANDEL'SHTAM F;Crater;??;Leonid I. Mandel'shtam;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USSR;Soviet;20;20 th century;??;1879;??;1944;??;166,2;166,2 ° East;5,2;5,2 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;17;17;10;10;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MANDEL'SHTAM G;Crater;??;Leonid I. Mandel'shtam;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USSR;Soviet;20;20 th century;??;1879;??;1944;??;166,4;166,4 ° East;4,5;4,5 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;29;29;17;17;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MANDEL'SHTAM N;Crater;??;Leonid I. Mandel'shtam;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USSR;Soviet;20;20 th century;??;1879;??;1944;??;161,6;161,6 ° East;3,3;3,3 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;25;25;15;15;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MANDEL'SHTAM Q;Crater;??;Leonid I. Mandel'shtam;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USSR;Soviet;20;20 th century;??;1879;??;1944;??;158,8;158,8 ° East;2,4;2,4 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;20;20;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MANDEL'SHTAM R;Crater;??;Leonid I. Mandel'shtam;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USSR;Soviet;20;20 th century;??;1879;??;1944;??;159,8;159,8 ° East;4,5;4,5 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;57;57;34;34;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MANDEL'SHTAM T;Crater;??;Leonid I. Mandel'shtam;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USSR;Soviet;20;20 th century;??;1879;??;1944;??;160,4;160,4 ° East;5,7;5,7 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;37;37;22;22;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MANDEL'SHTAM Y;Crater;??;Leonid I. Mandel'shtam;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USSR;Soviet;20;20 th century;??;1879;??;1944;??;161,8;161,8 ° East;9,1;9,1 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;32;32;19;19;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MARCI B;Crater;??;Jan Marek Marci von Kronland (dit Ioannes Marcus);Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;Germany;German;17;17 th century;Landskron;1595;Prague;1667;Emperor Ferdinand III 's doctor. Author of a theory about the light.;-166,3;166,3 ° West;25,2;25,2 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;28;28;16;16;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MARCI C;Crater;??;Jan Marek Marci von Kronland (dit Ioannes Marcus);Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;Germany;German;17;17 th century;Landskron;1595;Prague;1667;Emperor Ferdinand III 's doctor. Author of a theory about the light.;-165,4;165,4 ° West;24,3;24,3 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;26;26;15;15;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MARCONI C;Craterlet;??;Guglielmo Marconi;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;Italy;Italian;20;20 th century;Bologna;1874;Roma;1937;Discoverer of a wireless telegraph on 1896. Creator of the first radiotelephone on 1914. President of the Royal Academy on 1930. Nobel laureate in 1909 with Braun.;146,8;146,8 ° East;-8,4;8,4 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;9;9;5;5;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MARCONI H;Crater;??;Guglielmo Marconi;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;Italy;Italian;20;20 th century;Bologna;1874;Roma;1937;Discoverer of a wireless telegraph on 1896. Creator of the first radiotelephone on 1914. President of the Royal Academy on 1930. Nobel laureate in 1909 with Braun.;147,5;147,5 ° East;-11;11 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;41;41;24;24;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MARCONI L;Crater;??;Guglielmo Marconi;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;Italy;Italian;20;20 th century;Bologna;1874;Roma;1937;Discoverer of a wireless telegraph on 1896. Creator of the first radiotelephone on 1914. President of the Royal Academy on 1930. Nobel laureate in 1909 with Braun.;145,3;145,3 ° East;-11,7;11,7 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;38;38;22;22;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MARCONI S;Crater;??;Guglielmo Marconi;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;Italy;Italian;20;20 th century;Bologna;1874;Roma;1937;Discoverer of a wireless telegraph on 1896. Creator of the first radiotelephone on 1914. President of the Royal Academy on 1930. Nobel laureate in 1909 with Braun.;143,1;143,1 ° East;-10;10 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;14;14;8;8;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MARIOTTE P;Crater;??;Abbé Edme Mariotte;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;France;French;17;17 th century;Dijon;1620;Paris;1684;Numerous works on solids, liquids and gases. Author of a law about gases compression on 1676.;-139,7;139,7 ° West;-29,9;29,9 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;30;30;18;18;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MARIOTTE R;Crater;??;Abbé Edme Mariotte;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;France;French;17;17 th century;Dijon;1620;Paris;1684;Numerous works on solids, liquids and gases. Author of a law about gases compression on 1676.;-141,6;141,6 ° West;-30,1;30,1 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;33;33;19;19;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MARIOTTE U;Crater;??;Abbé Edme Mariotte;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;France;French;17;17 th century;Dijon;1620;Paris;1684;Numerous works on solids, liquids and gases. Author of a law about gases compression on 1676.;-142,8;142,8 ° West;-27,9;27,9 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;34;34;20;20;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MARIOTTE X;Crater;??;Abbé Edme Mariotte;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;France;French;17;17 th century;Dijon;1620;Paris;1684;Numerous works on solids, liquids and gases. Author of a law about gases compression on 1676.;-140;140 ° West;-25,3;25,3 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;20;20;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MARIOTTE Y;Crater;??;Abbé Edme Mariotte;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;France;French;17;17 th century;Dijon;1620;Paris;1684;Numerous works on solids, liquids and gases. Author of a law about gases compression on 1676.;-140,3;140,3 ° West;-23,3;23,3 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;46;46;27;27;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MARIOTTE Z;Crater;??;Abbé Edme Mariotte;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;France;French;17;17 th century;Dijon;1620;Paris;1684;Numerous works on solids, liquids and gases. Author of a law about gases compression on 1676.;-139;139 ° West;-22,9;22,9 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;47;47;28;28;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MAUNDER A;Crater;??;Edward Walter Maunder;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;United Kingdom;British;20;20 th century;London;1851;London;1928;Specialist of the Sun and its photography. Discoverer of a lack of sunspots from 1645 to 1715. Founder of the British Astronomcal Association en 1890 with his sister Annie Russell and his brother Thomas.;-90,5;90,5 ° West;-3,2;3,2 ° South;South-West;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;15;15;9;9;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;14;Full Moon;Six days after Last Quarter;50;50 mm refractor;100 mm refractor
MAUNDER B;Crater;??;Edward Walter Maunder;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;United Kingdom;British;20;20 th century;London;1851;London;1928;Specialist of the Sun and its photography. Discoverer of a lack of sunspots from 1645 to 1715. Founder of the British Astronomcal Association en 1890 with his sister Annie Russell and his brother Thomas.;-90,3;90,3 ° West;-9;9 ° South;South-West;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;17;17;10;10;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;14;Full Moon;Six days after Last Quarter;50;50 mm refractor;100 mm refractor
MAUNDER Z;Crater;??;Edward Walter Maunder;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;United Kingdom;British;20;20 th century;London;1851;London;1928;Specialist of the Sun and its photography. Discoverer of a lack of sunspots from 1645 to 1715. Founder of the British Astronomcal Association en 1890 with his sister Annie Russell and his brother Thomas.;-92,4;92,4 ° West;-4,8;4,8 ° South;South-West;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;21;21;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;14;Full Moon;Six days after Last Quarter;30;10x binoculars;50 mm refractor
MCKELLAR B;Crater;??;Andrew McKellar;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Canada;Canadian;20;20 th century;??;1910;??;1960;??;-169,1;169,1 ° West;-13,1;13,1 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;16;16;9;9;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MCKELLAR S;Crater;??;Andrew McKellar;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Canada;Canadian;20;20 th century;??;1910;??;1960;??;-173,3;173,3 ° West;-16;16 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;23;23;14;14;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MCKELLAR T;Crater;??;Andrew McKellar;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Canada;Canadian;20;20 th century;??;1910;??;1960;??;-173;173 ° West;-15,1;15,1 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;45;45;26;26;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MCKELLAR U;Crater;??;Andrew McKellar;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Canada;Canadian;20;20 th century;??;1910;??;1960;??;-174,5;174,5 ° West;-13,9;13,9 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;37;37;22;22;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MCLAUGHLIN A;Crater;??;Dean B. McLaughlin;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1901;??;1965;??;-92,4;92,4 ° West;51,6;51,6 ° North;North-West;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;35;35;21;21;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;14;Full Moon;Six days after Last Quarter;30;10x binoculars;50 mm refractor
MCLAUGHLIN B;Crater;??;Dean B. McLaughlin;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1901;??;1965;??;-91,2;91,2 ° West;50,2;50,2 ° North;North-West;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;43;43;25;25;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;14;Full Moon;Six days after Last Quarter;30;10x binoculars;50 mm refractor
MCLAUGHLIN C;Crater;??;Dean B. McLaughlin;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1901;??;1965;??;-91,9;91,9 ° West;48,5;48,5 ° North;North-West;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;60;60;35;35;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;14;Full Moon;Six days after Last Quarter;30;10x binoculars;50 mm refractor
MCLAUGHLIN P;Crater;??;Dean B. McLaughlin;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1901;??;1965;??;-94,6;94,6 ° West;45;45 ° North;North-West;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;34;34;20;20;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;14;Full Moon;Six days after Last Quarter;30;10x binoculars;50 mm refractor
MCLAUGHLIN U;Crater;??;Dean B. McLaughlin;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1901;??;1965;??;-97;97 ° West;47,2;47,2 ° North;North-West;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;30;30;18;18;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;14;Full Moon;Six days after Last Quarter;30;10x binoculars;50 mm refractor
MCLAUGHLIN Z;Crater;??;Dean B. McLaughlin;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1901;??;1965;??;-92,8;92,8 ° West;52,6;52,6 ° North;North-West;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;21;21;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;14;Full Moon;Six days after Last Quarter;30;10x binoculars;50 mm refractor
MCMATH A;Crater;??;Francis C. McMath;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1867;??;1938;??;-165,3;165,3 ° West;19,2;19,2 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;15;15;9;9;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
