NAME;F_LATIN;F_LONGIN;PLATE;IMAGE;LATIN;LONGIN
ROBERTS;+71.1;-174.5;V-008-M;v_008_m;+59.72;+111.5
ROBERTS;+71.1;-174.5;V-029-M;v_029_m;+59.34;+147.2
ROBERTSON;+21.8;-105.2;V-008-M;v_008_m;+59.72;+111.5
ROBERTSON;+21.8;-105.2;V-014-M;v_014_m;+14.75;+102.28
ROBERTSON;+21.8;-105.2;V-015-H2;v_015_h2;+14.23;+102.38
ROBINSON;+59.0;-45.9;IV-164-H1;iv_164_h1;+70.19;+41.49
ROCCA;-12.7;-72.8;IV-168-H2;iv_168_h2;-14.45;+68.18
ROCCA;-12.7;-72.8;IV-173-H2;iv_173_h2;-14.77;+75.41
ROCHE;-42.3;+136.5;III-121-M;iii_121_m;-24.13;-126.81
ROMER;+25.4;+36.4;IV-073-H3;iv_073_h3;+12.53;-37.59
ROMER;+25.4;+36.4;IV-074-H1;iv_074_h1;+40.7;-45.57
ROMER;+25.4;+36.4;IV-079-H1;iv_079_h1;+41.83;-39.05
ROSENBERGER;-55.4;+43.1;IV-058-H3;iv_058_h3;-71.58;-54.4
ROSENBERGER;-55.4;+43.1;IV-070-H3;iv_070_h3;-72.65;-49.06
ROSENBERGER;-55.4;+43.1;IV-076-H1;iv_076_h1;-42.77;-37.87
ROSENBERGER;-55.4;+43.1;IV-083-H1;iv_083_h1;-42.95;-32.82
ROSENBERGER;-55.4;+43.1;IV-088-H1;iv_088_h1;-42.7;-24.94
ROSENBERGER;-55.4;+43.1;IV-184-H3;iv_184_h3;-35.18;-69.32
ROSS;+11.7;+21.7;IV-085-H2;iv_085_h2;+12.99;-23.94
ROSSE;-17.9;+35.0;IV-072-H2;iv_072_h2;-15.77;-37.86
ROST;-56.4;-33.7;IV-148-H1;iv_148_h1;-42.95;+41.38
ROST;-56.4;-33.7;IV-154-H3;iv_154_h3;-71.7;+33.51
ROST;-56.4;-33.7;IV-155-H1;iv_155_h1;-42.41;+48.89
ROST;-56.4;-33.7;IV-160-H1;iv_160_h1;-42.79;+54.52
ROTHMANN;-30.8;+27.7;IV-076-H3;iv_076_h3;-42.77;-37.87
ROTHMANN;-30.8;+27.7;IV-077-H1;iv_077_h1;-14.93;-30.15
ROTHMANN;-30.8;+27.7;IV-083-H3;iv_083_h3;-42.95;-32.82
ROTHMANN;-30.8;+27.7;IV-084-H1;iv_084_h1;-15.19;-24.28
ROWLAND;+57.4;-162.5;V-008-M;v_008_m;+59.72;+111.5
ROWLAND;+57.4;-162.5;V-028-H3;v_028_h3;+26.39;+133.19
ROWLAND;+57.4;-162.5;V-029-M;v_029_m;+59.34;+147.2
ROWLAND;+57.4;-162.5;V-039-M;v_039_m;+38.84;+159.43
ROWLAND;+57.4;-162.5;V-053-M;v_053_m;+48.97;+176.11
ROZHDESTVENSKIY;+85.2;-155.4;V-008-M;v_008_m;+59.72;+111.5
ROZHDESTVENSKIY;+85.2;-155.4;V-029-M;v_029_m;+59.34;+147.2
RUMFORD;-28.8;-169.8;I-028-M;i_028_m;-10.23;+153.78
RUMFORD;-28.8;-169.8;I-030-M;i_030_m;-10.27;+162.7
RUNGE;-2.5;+86.7;II-196-M;ii_196_m;-8.94;-100.54
RUNGE;-2.5;+86.7;IV-018-H1;iv_018_h1;+14.63;-90.47
RUPES ALTAI;-24.3;+22.6;IV-076-H3;iv_076_h3;-42.77;-37.87
RUPES ALTAI;-24.3;+22.6;IV-077-H1;iv_077_h1;-14.93;-30.15
RUPES ALTAI;-24.3;+22.6;IV-083-H3;iv_083_h3;-42.95;-32.82
RUPES ALTAI;-24.3;+22.6;IV-084-H1;iv_084_h1;-15.19;-24.28
RUPES CAUCHY;+9.0;+37.0;IV-073-H2;iv_073_h2;+12.53;-37.59
RUPES KELVIN;-27.3;-33.1;IV-136-H3;iv_136_h3;-42.65;+27.4
RUPES KELVIN;-27.3;-33.1;IV-137-H1;iv_137_h1;-14.98;+35.28
RUPES LIEBIG;-24.4;-48.5;IV-148-H3;iv_148_h3;-42.95;+41.38
RUPES LIEBIG;-24.4;-48.5;IV-149-H1;iv_149_h1;-15.05;+48.76
RUPES MERCATOR;-31.0;-22.3;IV-124-H3;iv_124_h3;-43;+14.08
RUPES MERCATOR;-31.0;-22.3;IV-125-H1;iv_125_h1;-14.89;+22.97
RUPES MERCATOR;-31.0;-22.3;IV-131-H3;iv_131_h3;-36.5;+23.47
RUPES MERCATOR;-31.0;-22.3;IV-132-H1;iv_132_h1;-9.14;+29.59
RUPES RECTA;-22.1;-7.8;IV-113-H1;iv_113_h1;-14.64;+9.51
RUPES RECTA;-22.1;-7.8;IV-113-H2;iv_113_h2;-14.64;+9.51
RUPES TOSCANELLI;+27.4;-47.5;IV-150-H3;iv_150_h3;+12.7;+49.29
RUPES TOSCANELLI;+27.4;-47.5;IV-151-H1;iv_151_h1;+40.88;+40.2
RUSSELL;+26.5;-75.4;IV-174-H3;iv_174_h3;+13.37;+76
RUSSELL;+26.5;-75.4;IV-174-M;iv_174_m;+13.37;+76
RUSSELL;+26.5;-75.4;IV-175-H1;iv_175_h1;+41.29;+66.78
RUSSELL;+26.5;-75.4;IV-182-H3;iv_182_h3;+15.25;+81.41
RUSSELL;+26.5;-75.4;IV-183-H1;iv_183_h1;+43.52;+71.01
RUTHERFORD;+10.7;+137.0;I-115-M;i_115_m;-2.92;-145.26
RUTHERFORD;+10.7;+137.0;I-116-M;i_116_m;-1.14;-153.4
RUTHERFURD;-60.9;-12.1;IV-118-H3;iv_118_h3;-72.49;+6.99
RUTHERFURD;-60.9;-12.1;IV-130-H3;iv_130_h3;-65.02;+25.85
RUTHERFURD;-60.9;-12.1;IV-131-H1;iv_131_h1;-36.5;+23.47
RUTHERFURD;-60.9;-12.1;IV-136-H1;iv_136_h1;-42.65;+27.4
RYNIN;+47.0;-103.5;V-006-H1;v_006_h1;+59.63;+111.66
RYNIN;+47.0;-103.5;V-008-M;v_008_m;+59.72;+111.5
RYNIN;+47.0;-103.5;V-014-M;v_014_m;+14.75;+102.28
RYNIN;+47.0;-103.5;V-015-H3;v_015_h3;+14.23;+102.38
SABINE;+1.4;+20.1;IV-085-H1;iv_085_h1;+12.99;-23.94
SACROBOSCO;-23.7;+16.7;IV-089-H1;iv_089_h1;-15.09;-16.9
SACROBOSCO;-23.7;+16.7;IV-096-H1;iv_096_h1;-15.18;-10.67
SAENGER;+4.3;+102.4;II-196-M;ii_196_m;-8.94;-100.54
SAFAVRIK;+10.6;+176.9;II-034-H1;ii_034_h1;+4.71;-173.55
SAFAVRIK;+10.6;+176.9;II-034-M;ii_034_m;+4.59;-173.51
SAHA;-1.6;+102.7;II-196-H1;ii_196_h1;-8.84;-100.56
SAHA;-1.6;+102.7;II-196-M;ii_196_m;-8.94;-100.54
SANFORD;+32.6;-138.9;V-028-H2;v_028_h2;+26.39;+133.19
SANFORD;+32.6;-138.9;V-031-H3;v_031_h3;+27.92;+135.74
SANFORD;+32.6;-138.9;V-031-M;v_031_m;+28.04;+135.71
SANFORD;+32.6;-138.9;V-032-H3;v_032_h3;+24.81;+138.13
SANFORD;+32.6;-138.9;V-032-M;v_032_m;+24.94;+138.09
SANTBECH;-20.9;+44.0;IV-065-H1;iv_065_h1;-14.9;-43.3
SANTBECH;-20.9;+44.0;IV-065-H2;iv_065_h2;-14.9;-43.3
SANTOS-DUMONT;+27.7;+4.8;IV-102-H3;iv_102_h3;+12.96;-3.63
SARABHAI;+24.7;+21.0;IV-085-H3;iv_085_h3;+12.99;-23.94
SARABHAI;+24.7;+21.0;IV-086-H1;iv_086_h1;+41.02;-31.25
SARABHAI;+24.7;+21.0;IV-090-H3;iv_090_h3;+13.75;-15.87
SARABHAI;+24.7;+21.0;IV-091-H1;iv_091_h1;+42.03;-25.72
SARTON;+49.3;-121.1;V-008-M;v_008_m;+59.72;+111.5
SARTON;+49.3;-121.1;V-015-H3;v_015_h3;+14.23;+102.38
SARTON;+49.3;-121.1;V-024-H3;v_024_h3;+26.54;+120.17
SARTON;+49.3;-121.1;V-025-H1;v_025_h1;+59.08;+129.77
SASSERIDES;-39.1;-9.3;IV-112-H2;iv_112_h2;-42.58;+1.35
SASSERIDES;-39.1;-9.3;IV-119-H2;iv_119_h2;-42.79;+7.44
SAUNDER;-39.1;-9.3;IV-096-H3;iv_096_h3;-15.18;-10.67
SAUSSURE;-43.4;-3.8;IV-112-H2;iv_112_h2;-42.58;+1.35
SAUSSURE;-43.4;-3.8;IV-119-H2;iv_119_h2;-42.79;+7.44
SCALIGER;-27.1;+108.9;II-196-M;ii_196_m;-8.94;-100.54
SCALIGER;-27.1;+108.9;III-121-M;iii_121_m;-24.13;-126.81
SCALIGER;-27.1;+108.9;IV-017-M;iv_017_m;+14.25;-90.44
SCHAEBERLE;-26.2;+117.2;I-136-M;i_136_m;-5.4;-129.34
SCHAEBERLE;-26.2;+117.2;III-121-M;iii_121_m;-24.13;-126.81
SCHEELE;-9.4;-37.8;IV-137-H3;iv_137_h3;-14.98;+35.28
SCHEINER;-60.5;-27.5;IV-130-H3;iv_130_h3;-65.02;+25.85
SCHEINER;-60.5;-27.5;IV-142-H1;iv_142_h1;-42.04;+33.37
SCHEINER;-60.5;-27.5;IV-148-H1;iv_148_h1;-42.95;+41.38
SCHIAPARELLI;+23.4;-58.8;IV-157-H3;iv_157_h3;+13.36;+56.27
SCHIAPARELLI;+23.4;-58.8;IV-162-H3;iv_162_h3;+13.22;+62.17
SCHIAPARELLI;+23.4;-58.8;IV-163-H1;iv_163_h1;+41.21;+53.38
SCHICKARD;-44.3;-55.3;IV-155-H2;iv_155_h2;-42.41;+48.89
SCHICKARD;-44.3;-55.3;IV-160-H2;iv_160_h2;-42.79;+54.52
SCHICKARD;-44.3;-55.3;IV-160-M;iv_160_m;-42.79;+54.52
SCHICKARD;-44.3;-55.3;IV-166-M;iv_166_m;-71.3;+60.23
SCHICKARD;-44.3;-55.3;IV-167-H1;iv_167_h1;-42.01;+60.7
SCHICKARD;-44.3;-55.3;IV-167-H2;iv_167_h2;-42.01;+60.7
SCHICKARD;-44.3;-55.3;IV-167-M;iv_167_m;-42.01;+60.7
SCHICKARD;-44.3;-55.3;IV-172-M;iv_172_m;-42.93;+67.94
SCHICKARD;-44.3;-55.3;IV-179-M;iv_179_m;-69.51;+74.07
SCHICKARD;-44.3;-55.3;IV-180-M;iv_180_m;-40.83;+75.22
SCHILLER;-51.9;-39.0;IV-148-H1;iv_148_h1;-42.95;+41.38
SCHILLER;-51.9;-39.0;IV-148-H2;iv_148_h2;-42.95;+41.38
SCHILLER;-51.9;-39.0;IV-154-H3;iv_154_h3;-71.7;+33.51
SCHILLER;-51.9;-39.0;IV-154-M;iv_154_m;-71.7;+33.52
SCHILLER;-51.9;-39.0;IV-155-H1;iv_155_h1;-42.41;+48.89
SCHILLER;-51.9;-39.0;IV-160-H1;iv_160_h1;-42.79;+54.52
SCHILLER;-51.9;-39.0;IV-166-M;iv_166_m;-71.3;+60.23
SCHILLER;-51.9;-39.0;IV-179-M;iv_179_m;-69.51;+74.07
SCHLESINGER;+47.4;-138.6;V-024-H3;v_024_h3;+26.54;+120.17
SCHLESINGER;+47.4;-138.6;V-028-H3;v_028_h3;+26.39;+133.19
SCHLESINGER;+47.4;-138.6;V-028-M;v_028_m;+26.81;+133.1
SCHLESINGER;+47.4;-138.6;V-029-H1;v_029_h1;+59.12;+147.18
SCHLESINGER;+47.4;-138.6;V-031-M;v_031_m;+28.04;+135.71
SCHLIEMANN;-2.1;+155.2;I-115-M;i_115_m;-2.92;-145.26
SCHLIEMANN;-2.1;+155.2;I-116-M;i_116_m;-1.14;-153.4
SCHLUTER;-5.9;-83.3;IV-181-H3;iv_181_h3;-13.09;+82.18
SCHMIDT;+1.0;+18.8;IV-085-H1;iv_085_h1;+12.99;-23.94
SCHMIDT;+1.0;+18.8;IV-090-H1;iv_090_h1;+13.75;-15.87
SCHNELLER;+41.8;-163.6;V-039-H2;v_039_h2;+38.71;+159.46
SCHNELLER;+41.8;-163.6;V-039-H3;v_039_h3;+38.71;+159.46
SCHNELLER;+41.8;-163.6;V-039-M;v_039_m;+38.84;+159.43
SCHNELLER;+41.8;-163.6;V-053-M;v_053_m;+48.97;+176.11
SCHOMBERGER;-76.7;+24.9;IV-082-H2;iv_082_h2;-72.37;-32.47
SCHOMBERGER;-76.7;+24.9;IV-094-H2;iv_094_h2;-72.11;-20.19
SCHOMBERGER;-76.7;+24.9;IV-094-M;iv_094_m;-72.11;-20.19
SCHOMBERGER;-76.7;+24.9;IV-106-H2;iv_106_h2;-72.16;-9.45
SCHORR;-19.5;+89.7;II-196-M;ii_196_m;-8.94;-100.54
SCHORR;-19.5;+89.7;IV-017-M;iv_017_m;+14.25;-90.44
SCHRODINGER;-75.0;+132.4;IV-008-M;iv_008_m;-70.49;-91.36
SCHRODINGER;-75.0;+132.4;IV-009-M;iv_009_m;-41.79;-96.2
SCHRODINGER;-75.0;+132.4;IV-038-M;iv_038_m;-42.63;-77.77
SCHRODINGER;-75.0;+132.4;IV-044-M;iv_044_m;-72.11;-69.06
SCHRODINGER;-75.0;+132.4;IV-052-M;iv_052_m;-42.9;-63.81
SCHRODINGER;-75.0;+132.4;IV-058-M;iv_058_m;-71.57;-54.4
SCHRODINGER;-75.0;+132.4;IV-082-M;iv_082_m;-72.37;-32.47
SCHRODINGER;-75.0;+132.4;IV-094-M;iv_094_m;-72.11;-20.19
SCHRODINGER;-75.0;+132.4;IV-106-M;iv_106_m;-72.16;-9.45
SCHRODINGER;-75.0;+132.4;IV-118-M;iv_118_m;-72.49;+6.99
SCHRODINGER;-75.0;+132.4;V-021-H2;v_021_h2;-85.19;+175.39
SCHRODINGER;-75.0;+132.4;V-021-M;v_021_m;-85.28;+168.61
SCHROTER;+2.6;-7.0;IV-109-H1;iv_109_h1;+13.79;+3.58
SCHROTER;+2.6;-7.0;IV-114-H1;iv_114_h1;+13.46;+10.97
SCHUBERT;+2.8;+81.0;IV-178-H1;iv_178_h1;-33.87;-82.21
SCHUMACHER;+42.4;+60.7;IV-055-H2;iv_055_h2;+42.07;-65.57
SCHUMACHER;+42.4;+60.7;IV-062-H2;iv_062_h2;+42.38;-59.16
SCHUMACHER;+42.4;+60.7;IV-177-H2;iv_177_h2;+38.81;-67.86
SCHUMACHER;+42.4;+60.7;IV-191-H2;iv_191_h2;+38.3;-53.79
SCHUSTER;+4.2;+146.5;I-115-M;i_115_m;-2.92;-145.26
SCHUSTER;+4.2;+146.5;I-116-M;i_116_m;-1.14;-153.4
SCHWABE;+65.1;+45.6;IV-068-H2;iv_068_h2;+70.93;-53.66
SCHWABE;+65.1;+45.6;IV-080-H2;iv_080_h2;+70.45;-46.09
SCHWABE;+65.1;+45.6;IV-177-H1;iv_177_h1;+38.81;-67.86
SCHWABE;+65.1;+45.6;IV-191-H1;iv_191_h1;+38.3;-53.79
SCHWARZSCHILD;+70.1;+121.2;IV-092-M;iv_092_m;+71.17;-32.23
SCORESBY;+77.7;+14.1;IV-092-H2;iv_092_h2;+71.16;-32.22
SCORESBY;+77.7;+14.1;IV-092-H3;iv_092_h3;+71.16;-32.22
SCORESBY;+77.7;+14.1;IV-104-H2;iv_104_h2;+70.35;-18.09
SCORESBY;+77.7;+14.1;IV-104-H3;iv_104_h3;+70.35;-18.09
SCORESBY;+77.7;+14.1;IV-116-H3;iv_116_h3;+70.8;-4.49
SCORESBY;+77.7;+14.1;IV-128-H3;iv_128_h3;+69.92;+9.43
SCORESBY;+77.7;+14.1;IV-140-H3;iv_140_h3;+71.05;+16.31
SCOTT;-82.1;+48.5;IV-058-H1;iv_058_h1;-71.58;-54.4
SCOTT;-82.1;+48.5;IV-070-H1;iv_070_h1;-72.65;-49.06
SCOTT;-82.1;+48.5;IV-082-H1;iv_082_h1;-72.37;-32.47
SCOTT;-82.1;+48.5;IV-094-H1;iv_094_h1;-72.11;-20.19
SCOTT;-82.1;+48.5;IV-106-H1;iv_106_h1;-72.16;-9.45
SCOTT;-82.1;+48.5;IV-118-H1;iv_118_h1;-72.49;+6.99
SCOTT;-82.1;+48.5;IV-118-M;iv_118_m;-72.49;+6.99
SCOTT;-82.1;+48.5;IV-154-H1;iv_154_h1;-71.7;+33.51
SECCHI;+2.4;+43.5;IV-066-H1;iv_066_h1;+13.47;-43.04
SECHENOV;-7.1;-142.6;I-028-M;i_028_m;-10.23;+153.78
SECHENOV;-7.1;-142.6;V-028-H1;v_028_h1;+26.39;+133.19
SECHENOV;-7.1;-142.6;V-030-H3;v_030_h3;-25.79;+139.3
SEELIGER;-2.2;+3.0;IV-101-H3;iv_101_h3;-15.19;-3.83
SEELIGER;-2.2;+3.0;IV-102-H1;iv_102_h1;+12.96;-3.63
SEGERS;+47.1;+127.7;V-158-M;v_158_m;+37.94;-126.79
SEGNER;-58.9;-48.3;IV-154-H3;iv_154_h3;-71.7;+33.51
SEGNER;-58.9;-48.3;IV-160-H1;iv_160_h1;-42.79;+54.52
SEGNER;-58.9;-48.3;IV-167-H1;iv_167_h1;-42.01;+60.7
SEGNER;-58.9;-48.3;IV-172-H1;iv_172_h1;-42.94;+67.94
SELEUCUS;+21.0;-66.6;IV-162-H3;iv_162_h3;+13.22;+62.17
SELEUCUS;+21.0;-66.6;IV-169-H3;iv_169_h3;+13.69;+68.48
SENECA;+26.6;+80.2;IV-165-H3;iv_165_h3;+38.84;-81.13
SEYFERT;+29.1;+114.6;V-158-M;v_158_m;+37.94;-126.79
SEYFERT;+29.1;+114.6;V-163-M;v_163_m;+38.16;-121.24
SEYFERT;+29.1;+114.6;V-181-M;v_181_m;+41.96;-109.41
SHALER;-32.9;-85.2;IV-180-H3;iv_180_h3;-40.83;+75.22
SHALER;-32.9;-85.2;IV-186-H3;iv_186_h3;-42.27;+81.34
SHAPLEY;+9.4;+56.9;IV-054-H2;iv_054_h2;+13.59;-56.7
SHAPLEY;+9.4;+56.9;IV-191-H3;iv_191_h3;+38.3;-53.79
SHARONOV;+12.4;+173.3;II-034-H1;ii_034_h1;+4.71;-173.55
SHARONOV;+12.4;+173.3;II-034-M;ii_034_m;+4.59;-173.51
SHARP;+45.7;-40.2;IV-151-H2;iv_151_h2;+40.88;+40.2
SHARP;+45.7;-40.2;IV-158-H2;iv_158_h2;+41.99;+47.65
SHATALOV;+24.3;+141.5;V-124-M;v_124_m;+38.67;-143.83
SHAYN;+32.6;+172.5;II-034-M;ii_034_m;+4.59;-173.51
SHAYN;+32.6;+172.5;V-079-H1;v_079_h1;+38.66;-167.55
SHAYN;+32.6;+172.5;V-079-M;v_079_m;+38.78;-167.58
SHAYN;+32.6;+172.5;V-085-M;v_085_m;+38.85;-158.87
SHEEPSHANKS;+59.2;+16.9;IV-092-H1;iv_092_h1;+71.16;-32.22
SHEEPSHANKS;+59.2;+16.9;IV-103-H3;iv_103_h3;+41.82;-11.28
SHEEPSHANKS;+59.2;+16.9;IV-104-H1;iv_104_h1;+70.35;-18.09
SHEEPSHANKS;+59.2;+16.9;IV-110-H3;iv_110_h3;+42.59;-3.35
SHEEPSHANKS;+59.2;+16.9;IV-191-H1;iv_191_h1;+38.3;-53.79
SHERRINGTON;-11.1;+118.0;I-136-M;i_136_m;-5.4;-129.34
SHIRAKATSI;-12.1;+128.6;I-102-M;i_102_m;-14.68;-104.35
SHIRAKATSI;-12.1;+128.6;I-115-M;i_115_m;-2.92;-145.26
SHIRAKATSI;-12.1;+128.6;I-117-M;i_117_m;-11.66;-152.84
SHIRAKATSI;-12.1;+128.6;I-136-H3;i_136_h3;-5.4;-129.34
SHIRAKATSI;-12.1;+128.6;I-136-M;i_136_m;-5.4;-129.34
SHIRAKATSI;-12.1;+128.6;III-121-M;iii_121_m;-24.13;-126.81
SHORT;-74.6;-7.3;IV-106-H2;iv_106_h2;-72.16;-9.45
SHORT;-74.6;-7.3;IV-118-H2;iv_118_h2;-72.49;+6.99
SHORT;-74.6;-7.3;IV-130-H2;iv_130_h2;-65.02;+25.85
SHUCKBURGH;+42.6;+52.8;IV-062-H2;iv_062_h2;+42.38;-59.16
SHUCKBURGH;+42.6;+52.8;IV-067-H2;iv_067_h2;+41.8;-51.64
SHUCKBURGH;+42.6;+52.8;IV-177-H2;iv_177_h2;+38.81;-67.86
SHUCKBURGH;+42.6;+52.8;IV-191-H2;iv_191_h2;+38.3;-53.79
SHULEJKIN;-27.1;-92.5;IV-186-H3;iv_186_h3;-42.27;+81.34
SHULEJKIN;-27.1;-92.5;IV-194-H3;iv_194_h3;-42.97;+86.5
SHULEJKIN;-27.1;-92.5;IV-195-H1;iv_195_h1;-14.91;+94.6
SIERPINSKI;-27.2;+154.5;I-115-M;i_115_m;-2.92;-145.26
SIERPINSKI;-27.2;+154.5;II-075-H3;ii_075_h3;-21.1;-158.01
SIKORSKY;-66.1;+103.2;IV-005-H2;iv_005_h2;-71.5;-91.31
SILBERSCHLAG;+6.2;+12.5;IV-090-H1;iv_090_h1;+13.75;-15.87
SILBERSCHLAG;+6.2;+12.5;IV-097-H1;iv_097_h1;+12.97;-9.66
SIMPELIUS;-73.0;+15.2;IV-094-H2;iv_094_h2;-72.11;-20.19
SIMPELIUS;-73.0;+15.2;IV-106-H2;iv_106_h2;-72.16;-9.45
SINAS;+8.8;+31.6;IV-078-H2;iv_078_h2;+13.3;-30.21
SINUS AESTUUM;+10.9;-8.8;IV-101-M;iv_101_m;-15.19;-3.83
SINUS AESTUUM;+10.9;-8.8;IV-102-M;iv_102_m;+12.96;-3.63
SINUS AESTUUM;+10.9;-8.8;IV-108-M;iv_108_m;-14.26;+2.36
SINUS AESTUUM;+10.9;-8.8;IV-109-H2;iv_109_h2;+13.79;+3.58
SINUS AESTUUM;+10.9;-8.8;IV-109-M;iv_109_m;+13.79;+3.58
SINUS AESTUUM;+10.9;-8.8;IV-113-M;iv_113_m;-14.63;+9.51
SINUS AESTUUM;+10.9;-8.8;IV-114-H2;iv_114_h2;+13.46;+10.97
SINUS AESTUUM;+10.9;-8.8;IV-114-M;iv_114_m;+13.47;+10.97
SINUS AESTUUM;+10.9;-8.8;IV-120-M;iv_120_m;-14.28;+15.64
SINUS AESTUUM;+10.9;-8.8;IV-121-M;iv_121_m;+13.81;+16.79
SINUS AESTUUM;+10.9;-8.8;IV-122-M;iv_122_m;+42.08;+9.24
SINUS AESTUUM;+10.9;-8.8;IV-125-M;iv_125_m;-14.89;+22.97
SINUS AESTUUM;+10.9;-8.8;IV-126-M;iv_126_m;+12.87;+23.05
SINUS AESTUUM;+10.9;-8.8;IV-127-M;iv_127_m;+41.21;+14.29
SINUS AESTUUM;+10.9;-8.8;IV-132-M;iv_132_m;-9.14;+29.59
SINUS AESTUUM;+10.9;-8.8;IV-133-M;iv_133_m;+18.74;+29.69
SINUS AESTUUM;+10.9;-8.8;IV-134-M;iv_134_m;+46.31;+18.14
SINUS AESTUUM;+10.9;-8.8;IV-137-M;iv_137_m;-14.97;+35.28
SINUS AESTUUM;+10.9;-8.8;IV-138-M;iv_138_m;+13.71;+36.45
SINUS AESTUUM;+10.9;-8.8;IV-139-M;iv_139_m;+42.17;+28.24
SINUS AESTUUM;+10.9;-8.8;IV-145-M;iv_145_m;+42.34;+33.7
SINUS AMORIS;+18.1;+39.1;IV-066-H2;iv_066_h2;+13.47;-43.04
SINUS AMORIS;+18.1;+39.1;IV-073-H2;iv_073_h2;+12.53;-37.59
SINUS AMORIS;+18.1;+39.1;IV-073-H3;iv_073_h3;+12.53;-37.59
SINUS ASPERITATIS;-3.8;+27.4;IV-077-H3;iv_077_h3;-14.93;-30.15
SINUS ASPERITATIS;-3.8;+27.4;IV-084-H3;iv_084_h3;-15.19;-24.28
SINUS ASPERITATIS;-3.8;+27.4;IV-085-H1;iv_085_h1;+12.99;-23.94
SINUS CONCORDIAE;+10.8;+43.2;IV-066-H2;iv_066_h2;+13.47;-43.04
SINUS HONORIS;+11.7;+18.1;IV-090-H2;iv_090_h2;+13.75;-15.87
SINUS IRIDUM;+44.1;-31.5;IV-122-M;iv_122_m;+42.08;+9.24
SINUS IRIDUM;+44.1;-31.5;IV-126-M;iv_126_m;+12.87;+23.05
SINUS IRIDUM;+44.1;-31.5;IV-127-M;iv_127_m;+41.21;+14.29
SINUS IRIDUM;+44.1;-31.5;IV-128-M;iv_128_m;+69.93;+9.43
SINUS IRIDUM;+44.1;-31.5;IV-133-M;iv_133_m;+18.74;+29.69
SINUS IRIDUM;+44.1;-31.5;IV-134-M;iv_134_m;+46.31;+18.14
SINUS IRIDUM;+44.1;-31.5;IV-138-M;iv_138_m;+13.71;+36.45
SINUS IRIDUM;+44.1;-31.5;IV-139-H2;iv_139_h2;+42.16;+28.25
SINUS IRIDUM;+44.1;-31.5;IV-139-M;iv_139_m;+42.17;+28.24
SINUS IRIDUM;+44.1;-31.5;IV-140-M;iv_140_m;+71.06;+16.31
SINUS IRIDUM;+44.1;-31.5;IV-144-M;iv_144_m;+14.04;+41.76
SINUS IRIDUM;+44.1;-31.5;IV-145-H2;iv_145_h2;+42.34;+33.7
SINUS IRIDUM;+44.1;-31.5;IV-145-M;iv_145_m;+42.34;+33.7
SINUS IRIDUM;+44.1;-31.5;IV-150-M;iv_150_m;+12.7;+49.29
SINUS IRIDUM;+44.1;-31.5;IV-151-H2;iv_151_h2;+40.88;+40.2
SINUS IRIDUM;+44.1;-31.5;IV-151-H3;iv_151_h3;+40.88;+40.2
SINUS IRIDUM;+44.1;-31.5;IV-151-M;iv_151_m;+40.88;+40.2
SINUS IRIDUM;+44.1;-31.5;IV-152-M;iv_152_m;+69.78;+29.6
SINUS IRIDUM;+44.1;-31.5;IV-157-M;iv_157_m;+13.36;+56.27
SINUS IRIDUM;+44.1;-31.5;IV-158-M;iv_158_m;+41.99;+47.65
SINUS IRIDUM;+44.1;-31.5;IV-163-M;iv_163_m;+41.22;+53.37
SINUS IRIDUM;+44.1;-31.5;IV-170-M;iv_170_m;+41.77;+59.6
SINUS IRIDUM;+44.1;-31.5;IV-175-M;iv_175_m;+41.29;+66.78
SINUS IRIDUM;+44.1;-31.5;IV-183-M;iv_183_m;+43.52;+71.01
SINUS LUNICUS;+31.8;-1.4;IV-115-H1;iv_115_h1;+42.27;+2.67
SINUS MEDII;+2.4;+1.7;IV-097-M;iv_097_m;+12.98;-9.66
SINUS MEDII;+2.4;+1.7;IV-101-H3;iv_101_h3;-15.19;-3.83
SINUS MEDII;+2.4;+1.7;IV-101-M;iv_101_m;-15.19;-3.83
SINUS MEDII;+2.4;+1.7;IV-102-H1;iv_102_h1;+12.96;-3.63
SINUS MEDII;+2.4;+1.7;IV-102-M;iv_102_m;+12.96;-3.63
SINUS MEDII;+2.4;+1.7;IV-108-H3;iv_108_h3;-14.26;+2.36
SINUS MEDII;+2.4;+1.7;IV-109-H1;iv_109_h1;+13.79;+3.58
SINUS MEDII;+2.4;+1.7;IV-112-M;iv_112_m;-42.57;+1.35
SINUS RORIS;+54.0;-56.6;IV-144-M;iv_144_m;+14.04;+41.76
SINUS RORIS;+54.0;-56.6;IV-145-M;iv_145_m;+42.34;+33.7
SINUS RORIS;+54.0;-56.6;IV-150-M;iv_150_m;+12.7;+49.29
SINUS RORIS;+54.0;-56.6;IV-151-M;iv_151_m;+40.88;+40.2
SINUS RORIS;+54.0;-56.6;IV-158-M;iv_158_m;+41.99;+47.65
SINUS RORIS;+54.0;-56.6;IV-162-M;iv_162_m;+13.23;+62.17
SINUS RORIS;+54.0;-56.6;IV-163-H2;iv_163_h2;+41.21;+53.38
SINUS RORIS;+54.0;-56.6;IV-163-H3;iv_163_h3;+41.21;+53.38
SINUS RORIS;+54.0;-56.6;IV-163-M;iv_163_m;+41.22;+53.37
SINUS RORIS;+54.0;-56.6;IV-164-H1;iv_164_h1;+70.19;+41.49
