NAME;F_LATIN;F_LONGIN;PLATE;IMAGE;LATIN;LONGIN
SINUS RORIS;+54.0;-56.6;IV-164-M;iv_164_m;+70.2;+41.49
SINUS RORIS;+54.0;-56.6;IV-170-H3;iv_170_h3;+41.77;+59.6
SINUS RORIS;+54.0;-56.6;IV-170-M;iv_170_m;+41.77;+59.6
SINUS RORIS;+54.0;-56.6;IV-175-M;iv_175_m;+41.29;+66.78
SINUS RORIS;+54.0;-56.6;IV-176-H1;iv_176_h1;+69.96;+54.78
SINUS RORIS;+54.0;-56.6;IV-183-M;iv_183_m;+43.52;+71.01
SINUS RORIS;+54.0;-56.6;IV-189-M;iv_189_m;+41.71;+79.99
SINUS RORIS;+54.0;-56.6;IV-190-M;iv_190_m;+70.33;+63.47
SINUS SUCCESSUS;+0.9;+59.0;IV-054-H1;iv_054_h1;+13.59;-56.7
SINUS SUCCESSUS;+0.9;+59.0;IV-184-H1;iv_184_h1;-35.18;-69.32
SIRSALIS;-12.5;-60.4;IV-161-H2;iv_161_h2;-15.13;+61.98
SISAKYAN;+41.3;+109;V-181-H2;v_181_h2;+41.85;-109.39
SISAKYAN;+41.3;+109;V-181-M;v_181_m;+41.96;-109.41
SKLODOWSKA;-18.2;+95.5;II-196-M;ii_196_m;-8.94;-100.54
SKLODOWSKA;-18.2;+95.5;IV-017-M;iv_017_m;+14.25;-90.44
SLIPHER;+49.5;+160.1;V-079-M;v_079_m;+38.78;-167.58
SLIPHER;+49.5;+160.1;V-085-M;v_085_m;+38.85;-158.87
SNELLIUS;-29.3;+55.7;IV-053-H1;iv_053_h1;-14.82;-56.82
SNELLIUS;-29.3;+55.7;IV-059-H3;iv_059_h3;-41.75;-55.05
SNELLIUS;-29.3;+55.7;IV-060-H1;iv_060_h1;-13.58;-48.79
SNIADECKI;-22.5;-168.9;I-028-M;i_028_m;-10.23;+153.78
SNIADECKI;-22.5;-168.9;I-030-M;i_030_m;-10.27;+162.7
SNIADECKI;-22.5;-168.9;I-035-M;i_035_m;-8.72;+162.6
SNIADECKI;-22.5;-168.9;I-036-M;i_036_m;-8.65;+162.1
SNIADECKI;-22.5;-168.9;I-037-M;i_037_m;-7.98;+157.76
SNIADECKI;-22.5;-168.9;I-038-M;i_038_m;-7.9;+157.26
SOMERVILLE;-8.3;+64.9;IV-184-H1;iv_184_h1;-35.18;-69.32
SOMMERFELD;+65.2;-162.4;V-008-M;v_008_m;+59.72;+111.5
SOMMERFELD;+65.2;-162.4;V-025-M;v_025_m;+59.3;+129.76
SOMMERFELD;+65.2;-162.4;V-029-H3;v_029_h3;+59.12;+147.18
SOMMERFELD;+65.2;-162.4;V-029-M;v_029_m;+59.34;+147.2
SOMMERFELD;+65.2;-162.4;V-053-M;v_053_m;+48.97;+176.11
SOMMERING;+0.1;-7.5;IV-108-H3;iv_108_h3;-14.26;+2.36
SOMMERING;+0.1;-7.5;IV-109-H1;iv_109_h1;+13.79;+3.58
SOMMERING;+0.1;-7.5;IV-113-H3;iv_113_h3;-14.64;+9.51
SOMMERING;+0.1;-7.5;IV-114-H1;iv_114_h1;+13.46;+10.97
SOSIGENES;+8.7;+17.6;IV-090-H2;iv_090_h2;+13.75;-15.87
SOUTH;+58.0;-50.8;IV-163-H3;iv_163_h3;+41.21;+53.38
SOUTH;+58.0;-50.8;IV-164-H1;iv_164_h1;+70.19;+41.49
SOUTH;+58.0;-50.8;IV-170-H3;iv_170_h3;+41.77;+59.6
SOUTH;+58.0;-50.8;IV-175-H3;iv_175_h3;+41.29;+66.78
SOUTH;+58.0;-50.8;IV-176-H1;iv_176_h1;+69.96;+54.78
SOUTH POLE;+;+;IV-005-H1;iv_005_h1;-71.5;-91.31
SOUTH POLE;+;+;IV-044-H1;iv_044_h1;-72.12;-69.06
SOUTH POLE;+;+;IV-058-H1;iv_058_h1;-71.58;-54.4
SOUTH POLE;+;+;IV-070-H1;iv_070_h1;-72.65;-49.06
SOUTH POLE;+;+;IV-082-H1;iv_082_h1;-72.37;-32.47
SOUTH POLE;+;+;IV-094-H1;iv_094_h1;-72.11;-20.19
SOUTH POLE;+;+;IV-106-H1;iv_106_h1;-72.16;-9.45
SOUTH POLE;+;+;IV-118-H1;iv_118_h1;-72.49;+6.99
SOUTH POLE;+;+;IV-130-H1;iv_130_h1;-65.02;+25.85
SOUTH POLE;+;+;IV-154-H1;iv_154_h1;-71.7;+33.51
SOUTH POLE;+;+;IV-166-H1;iv_166_h1;-71.31;+60.23
SOUTH POLE;+;+;IV-179-H1;iv_179_h1;-69.52;+74.07
SOUTH POLE-AITKEN;+;+;I-028-M;i_028_m;-10.23;+153.78
SOUTH POLE-AITKEN;+;+;I-030-M;i_030_m;-10.27;+162.7
SOUTH POLE-AITKEN;+;+;I-035-M;i_035_m;-8.72;+162.6
SOUTH POLE-AITKEN;+;+;I-036-M;i_036_m;-8.65;+162.1
SOUTH POLE-AITKEN;+;+;I-037-M;i_037_m;-7.98;+157.76
SOUTH POLE-AITKEN;+;+;I-038-M;i_038_m;-7.9;+157.26
SOUTH POLE-AITKEN;+;+;I-039-M;i_039_m;-6.49;+149.05
SOUTH POLE-AITKEN;+;+;I-040-M;i_040_m;-6.44;+148.73
SOUTH POLE-AITKEN;+;+;II-033-M;ii_033_m;-10.39;-174.07
SOUTH POLE-AITKEN;+;+;II-075-M;ii_075_m;-21.21;-157.99
SOUTH POLE-AITKEN;+;+;V-026-H1;v_026_h1;-27.65;+125.06
SOUTH POLE-AITKEN;+;+;V-026-H2;v_026_h2;-27.65;+125.06
SOUTH POLE-AITKEN;+;+;V-030-H2;v_030_h2;-25.79;+139.3
SPALLANZANI;-46.3;+24.7;IV-088-H2;iv_088_h2;-42.7;-24.94
SPALLANZANI;-46.3;+24.7;IV-095-H2;iv_095_h2;-42.54;-18.7
SPENCER JONES;+13.3;+165.6;II-034-M;ii_034_m;+4.59;-173.51
SPORER;-4.3;-1.8;IV-108-H3;iv_108_h3;-14.26;+2.36
SPURR;+27.9;-1.2;IV-109-H3;iv_109_h3;+13.79;+3.58
SPURR;+27.9;-1.2;IV-110-H1;iv_110_h1;+42.59;-3.35
ST. JOHN;+10.2;+150.2;I-115-M;i_115_m;-2.92;-145.26
ST. JOHN;+10.2;+150.2;I-116-M;i_116_m;-1.14;-153.4
STADIUS;+10.5;-13.7;IV-114-H2;iv_114_h2;+13.46;+10.97
STADIUS;+10.5;-13.7;IV-121-H2;iv_121_h2;+13.81;+16.79
STARK;-25.5;+134.6;III-121-M;iii_121_m;-24.13;-126.81
STEARNS;+34.8;+162.6;V-085-H1;v_085_h1;+38.73;-158.84
STEARNS;+34.8;+162.6;V-085-M;v_085_m;+38.85;-158.87
STEARNS;+34.8;+162.6;V-103-M;v_103_m;+38.84;-150.83
STEBBINS;+64.8;-141.8;V-008-M;v_008_m;+59.72;+111.5
STEBBINS;+64.8;-141.8;V-025-H3;v_025_h3;+59.08;+129.77
STEBBINS;+64.8;-141.8;V-025-M;v_025_m;+59.3;+129.76
STEBBINS;+64.8;-141.8;V-029-H2;v_029_h2;+59.12;+147.18
STEBBINS;+64.8;-141.8;V-029-M;v_029_m;+59.34;+147.2
STEFAN;+46.0;-108.3;V-006-H1;v_006_h1;+59.63;+111.66
STEFAN;+46.0;-108.3;V-008-M;v_008_m;+59.72;+111.5
STEFAN;+46.0;-108.3;V-014-M;v_014_m;+14.75;+102.28
STEFAN;+46.0;-108.3;V-015-H3;v_015_h3;+14.23;+102.38
STEIN;+7.2;+179.0;II-034-M;ii_034_m;+4.59;-173.51
STEINHEIL;-48.6;+46.5;IV-064-H2;iv_064_h2;-42.56;-50.55
STEINHEIL;-48.6;+46.5;IV-071-H2;iv_071_h2;-43.69;-46.67
STEINHEIL;-48.6;+46.5;IV-076-H1;iv_076_h1;-42.77;-37.87
STEINHEIL;-48.6;+46.5;IV-184-H3;iv_184_h3;-35.18;-69.32
STENO;+32.8;+161.8;V-085-H1;v_085_h1;+38.73;-158.84
STENO;+32.8;+161.8;V-085-M;v_085_m;+38.85;-158.87
STENO;+32.8;+161.8;V-103-M;v_103_m;+38.84;-150.83
STERNBERG;+19.5;-116.3;V-024-H2;v_024_h2;+26.54;+120.17
STETSON;-39.6;-118.3;V-022-H1;v_022_h1;-26.96;+112.55
STEVINUS;-32.5;+54.2;IV-059-H3;iv_059_h3;-41.75;-55.05
STIBORIUS;-34.4;+32.0;IV-076-H3;iv_076_h3;-42.77;-37.87
STIBORIUS;-34.4;+32.0;IV-083-H3;iv_083_h3;-42.95;-32.82
STOFLER;-41.1;+6.0;IV-088-M;iv_088_m;-42.69;-24.94
STOFLER;-41.1;+6.0;IV-095-M;iv_095_m;-42.53;-18.7
STOFLER;-41.1;+6.0;IV-100-H2;iv_100_h2;-42.72;-12.29
STOFLER;-41.1;+6.0;IV-100-M;iv_100_m;-42.71;-12.29
STOFLER;-41.1;+6.0;IV-107-H2;iv_107_h2;-42.41;-6.45
STOFLER;-41.1;+6.0;IV-107-M;iv_107_m;-42.4;-6.45
STOLETOV;+45.1;-155.2;V-039-H3;v_039_h3;+38.71;+159.46
STOLETOV;+45.1;-155.2;V-039-M;v_039_m;+38.84;+159.43
STONEY;-55.3;-156.1;V-022-H1;v_022_h1;-26.96;+112.55
STONEY;-55.3;-156.1;V-026-H1;v_026_h1;-27.65;+125.06
STONEY;-55.3;-156.1;V-030-H1;v_030_h1;-25.79;+139.3
STORMER;+57.3;+146.3;V-124-M;v_124_m;+38.67;-143.83
STRABO;+61.9;+54.3;IV-056-H1;iv_056_h1;+70.35;-68.44
STRABO;+61.9;+54.3;IV-068-H1;iv_068_h1;+70.93;-53.66
STRABO;+61.9;+54.3;IV-165-H1;iv_165_h1;+38.84;-81.13
STRABO;+61.9;+54.3;IV-177-H1;iv_177_h1;+38.81;-67.86
STRABO;+61.9;+54.3;IV-191-H1;iv_191_h1;+38.3;-53.79
STRATTON;-5.8;+164.6;II-033-M;ii_033_m;-10.39;-174.07
STRATTON;-5.8;+164.6;II-034-M;ii_034_m;+4.59;-173.51
STRATTON;-5.8;+164.6;II-075-M;ii_075_m;-21.21;-157.99
STREET;-46.5;-10.5;IV-119-H2;iv_119_h2;-42.79;+7.44
STREET;-46.5;-10.5;IV-124-H2;iv_124_h2;-43;+14.08
STROMGREN;-21.7;-132.4;V-026-H2;v_026_h2;-27.65;+125.06
STROMGREN;-21.7;-132.4;V-030-H2;v_030_h2;-25.79;+139.3
STRUVE;+22.4;-77.1;IV-174-H3;iv_174_h3;+13.37;+76
STRUVE;+22.4;-77.1;IV-174-M;iv_174_m;+13.37;+76
STRUVE;+22.4;-77.1;IV-182-H3;iv_182_h3;+15.25;+81.41
STRUVE;+22.4;-77.1;IV-183-H1;iv_183_h1;+43.52;+71.01
SUBBOTIN;-29.2;+135.3;III-121-M;iii_121_m;-24.13;-126.81
SUESS;+4.4;-47.6;IV-144-H1;iv_144_h1;+14.03;+41.76
SULPICIUS GALLUS;+19.6;+11.6;IV-097-H3;iv_097_h3;+12.97;-9.66
SUMNER;+37.5;+108.7;V-181-H1;v_181_h1;+41.85;-109.39
SUMNER;+37.5;+108.7;V-181-M;v_181_m;+41.96;-109.41
SUNDMAN;+10.8;-91.6;IV-188-H2;iv_188_h2;+13.38;+89.22
SURVEYOR 1;+;+;IV-143-H3;iv_143_h3;-14.3;+41.41
SURVEYOR 2;+;+;IV-114-H1;iv_114_h1;+13.46;+10.97
SURVEYOR 3;+;+;IV-125-H3;iv_125_h3;-14.89;+22.97
SURVEYOR 3;+;+;IV-126-H1;iv_126_h1;+12.86;+23.05
SURVEYOR 4;+;+;IV-102-H1;iv_102_h1;+12.96;-3.63
SURVEYOR 4;+;+;IV-108-H3;iv_108_h3;-14.26;+2.36
SURVEYOR 5;+;+;IV-085-H1;iv_085_h1;+12.99;-23.94
SURVEYOR 6;+;+;IV-102-H1;iv_102_h1;+12.96;-3.63
SURVEYOR 6;+;+;IV-108-H3;iv_108_h3;-14.26;+2.36
SURVEYOR 7;+;+;IV-119-H2;iv_119_h2;-42.79;+7.44
SURVEYOR 7;+;+;IV-124-H2;iv_124_h2;-43;+14.08
SWIFT;+19.3;+53.4;IV-054-H2;iv_054_h2;+13.59;-56.7
SWIFT;+19.3;+53.4;IV-061-H3;iv_061_h3;+14.14;-49.69
SWIFT;+19.3;+53.4;IV-191-H3;iv_191_h3;+38.3;-53.79
SYLVESTER;+82.7;-79.6;IV-164-H3;iv_164_h3;+70.19;+41.49
SYLVESTER;+82.7;-79.6;IV-176-H3;iv_176_h3;+69.96;+54.78
SYLVESTER;+82.7;-79.6;IV-190-H3;iv_190_h3;+70.33;+63.48
SZILARD;+34.0;+105.7;V-181-H1;v_181_h1;+41.85;-109.39
SZILARD;+34.0;+105.7;V-181-M;v_181_m;+41.96;-109.41
T. MAYER;+15.6;-29.1;IV-133-H2;iv_133_h2;+18.73;+29.69
TACCHINI;+4.9;+85.8;II-196-M;ii_196_m;-8.94;-100.54
TACCHINI;+4.9;+85.8;IV-018-H1;iv_018_h1;+14.63;-90.47
TACITUS;-16.2;+19.0;IV-084-H2;iv_084_h2;-15.19;-24.28
TACITUS;-16.2;+19.0;IV-089-H2;iv_089_h2;-15.09;-16.9
TACQUET;+16.6;+19.2;IV-090-H2;iv_090_h2;+13.75;-15.87
TAMM;-4.9;+146.1;I-115-H1;i_115_h1;-2.92;-145.26
TAMM;-4.9;+146.1;I-115-H2;i_115_h2;-2.92;-145.26
TAMM;-4.9;+146.1;I-115-M;i_115_m;-2.92;-145.26
TAMM;-4.9;+146.1;I-116-M;i_116_m;-1.14;-153.4
TANNERUS;-56.4;+22.0;IV-082-H3;iv_082_h3;-72.37;-32.47
TANNERUS;-56.4;+22.0;IV-094-H3;iv_094_h3;-72.11;-20.19
TANNERUS;-56.4;+22.0;IV-095-H1;iv_095_h1;-42.54;-18.7
TANNERUS;-56.4;+22.0;IV-100-H1;iv_100_h1;-42.72;-12.29
TANNERUS;-56.4;+22.0;IV-107-H1;iv_107_h1;-42.41;-6.45
TARUNTIUS;+5.6;+46.5;IV-061-H1;iv_061_h1;+14.14;-49.69
TARUNTIUS;+5.6;+46.5;IV-191-H3;iv_191_h3;+38.3;-53.79
TAYLOR;-5.3;+16.7;IV-089-H3;iv_089_h3;-15.09;-16.9
TEBBUTT;+9.6;+53.6;IV-054-H2;iv_054_h2;+13.59;-56.7
TEBBUTT;+9.6;+53.6;IV-191-H3;iv_191_h3;+38.3;-53.79
TEISSERENC;+32.2;-135.9;V-028-H2;v_028_h2;+26.39;+133.19
TEISSERENC;+32.2;-135.9;V-031-H3;v_031_h3;+27.92;+135.74
TEISSERENC;+32.2;-135.9;V-031-M;v_031_m;+28.04;+135.71
TEMPEL;+3.9;+11.9;IV-090-H1;iv_090_h1;+13.75;-15.87
TEMPEL;+3.9;+11.9;IV-097-H1;iv_097_h1;+12.97;-9.66
TEN BRUGGENCATE;-9.5;+134.4;I-115-M;i_115_m;-2.92;-145.26
TEN BRUGGENCATE;-9.5;+134.4;I-116-M;i_116_m;-1.14;-153.4
TEN BRUGGENCATE;-9.5;+134.4;I-117-M;i_117_m;-11.66;-152.84
TEN BRUGGENCATE;-9.5;+134.4;I-136-M;i_136_m;-5.4;-129.34
TEN BRUGGENCATE;-9.5;+134.4;III-121-M;iii_121_m;-24.13;-126.81
TERESHKOVA;+28.4;+144.3;V-124-M;v_124_m;+38.67;-143.83
TESLA;+38.5;+124.7;V-158-H2;v_158_h2;+37.83;-126.77
TESLA;+38.5;+124.7;V-158-M;v_158_m;+37.94;-126.79
TESLA;+38.5;+124.7;V-163-H2;v_163_h2;+38.04;-121.22
TESLA;+38.5;+124.7;V-163-M;v_163_m;+38.16;-121.24
THALES;+61.8;+50.3;IV-068-H1;iv_068_h1;+70.93;-53.66
THALES;+61.8;+50.3;IV-080-H1;iv_080_h1;+70.45;-46.09
THALES;+61.8;+50.3;IV-165-H1;iv_165_h1;+38.84;-81.13
THALES;+61.8;+50.3;IV-177-H1;iv_177_h1;+38.81;-67.86
THALES;+61.8;+50.3;IV-191-H1;iv_191_h1;+38.3;-53.79
THEAETETUS;+37.0;+6.0;IV-103-H1;iv_103_h1;+41.82;-11.28
THEAETETUS;+37.0;+6.0;IV-103-H2;iv_103_h2;+41.82;-11.28
THEAETETUS;+37.0;+6.0;IV-110-H2;iv_110_h2;+42.59;-3.35
THEBIT;-22.0;-4.0;IV-108-H1;iv_108_h1;-14.26;+2.36
THEBIT;-22.0;-4.0;IV-113-H1;iv_113_h1;-14.64;+9.51
THEON JUNIOR;-2.3;+15.8;IV-089-H3;iv_089_h3;-15.09;-16.9
THEON JUNIOR;-2.3;+15.8;IV-090-H1;iv_090_h1;+13.75;-15.87
THEON SENIOR;-0.8;+15.4;IV-089-H3;iv_089_h3;-15.09;-16.9
THEON SENIOR;-0.8;+15.4;IV-090-H1;iv_090_h1;+13.75;-15.87
THEOPHILUS;-11.4;+26.4;IV-077-H2;iv_077_h2;-14.93;-30.15
THEOPHILUS;-11.4;+26.4;IV-084-H2;iv_084_h2;-15.19;-24.28
THEOPHRASTUS;+17.5;+39.0;IV-073-H2;iv_073_h2;+12.53;-37.59
THIEL;+40.7;-134.5;V-024-H3;v_024_h3;+26.54;+120.17
THIEL;+40.7;-134.5;V-028-H3;v_028_h3;+26.39;+133.19
THIESSEN;+75.4;-169.0;V-008-M;v_008_m;+59.72;+111.5
THIESSEN;+75.4;-169.0;V-029-M;v_029_m;+59.34;+147.2
THOMSON;-32.7;+166.2;II-075-M;ii_075_m;-21.21;-157.99
THOMSON;-32.7;+166.2;V-065-M;v_065_m;-48.77;+168.61
TIKHOV;+62.3;+171.7;V-053-M;v_053_m;+48.97;+176.11
TIMAEUS;+62.8;-0.5;IV-116-H1;iv_116_h1;+70.8;-4.49
TIMIRYAZEV;-5.5;-147.0;I-028-M;i_028_m;-10.23;+153.78
TIMIRYAZEV;-5.5;-147.0;I-035-M;i_035_m;-8.72;+162.6
TIMIRYAZEV;-5.5;-147.0;I-037-M;i_037_m;-7.98;+157.76
TIMIRYAZEV;-5.5;-147.0;I-039-M;i_039_m;-6.49;+149.05
TIMIRYAZEV;-5.5;-147.0;I-040-H2;i_040_h2;-6.44;+148.73
TIMIRYAZEV;-5.5;-147.0;I-040-M;i_040_m;-6.44;+148.73
TIMIRYAZEV;-5.5;-147.0;V-028-H1;v_028_h1;+26.39;+133.19
TIMIRYAZEV;-5.5;-147.0;V-030-H3;v_030_h3;-25.79;+139.3
TIMOCHARIS;+26.7;-13.1;IV-114-H3;iv_114_h3;+13.46;+10.97
TIMOCHARIS;+26.7;-13.1;IV-115-H1;iv_115_h1;+42.27;+2.67
TIMOCHARIS;+26.7;-13.1;IV-121-H3;iv_121_h3;+13.81;+16.79
TIMOCHARIS;+26.7;-13.1;IV-122-H1;iv_122_h1;+42.08;+9.24
TISELIUS;+7.0;+176.5;II-034-H2;ii_034_h2;+4.71;-173.55
TISELIUS;+7.0;+176.5;II-034-M;ii_034_m;+4.59;-173.51
TISSERAND;+21.4;+48.2;IV-061-H3;iv_061_h3;+14.14;-49.69
TISSERAND;+21.4;+48.2;IV-066-H3;iv_066_h3;+13.47;-43.04
TISSERAND;+21.4;+48.2;IV-191-H3;iv_191_h3;+38.3;-53.79
TITOV;+28.6;+150.5;V-103-H1;v_103_h1;+38.72;-150.81
TOLANSKY;-9.5;-16.0;IV-120-H2;iv_120_h2;-14.29;+15.64
TOLANSKY;-9.5;-16.0;IV-120-H3;iv_120_h3;-14.29;+15.64
TORRICELLI;-4.6;+28.5;IV-077-H3;iv_077_h3;-14.93;-30.15
TOSCANELLI;+27.4;-47.5;IV-150-H3;iv_150_h3;+12.7;+49.29
TOWNLEY;+3.4;+63.3;IV-184-H1;iv_184_h1;-35.18;-69.32
TRALLES;+28.4;+52.8;IV-061-H3;iv_061_h3;+14.14;-49.69
TRALLES;+28.4;+52.8;IV-062-H1;iv_062_h1;+42.38;-59.16
TRALLES;+28.4;+52.8;IV-191-H3;iv_191_h3;+38.3;-53.79
TRIESNECKER;+4.2;+3.6;IV-102-H1;iv_102_h1;+12.96;-3.63
TROUVELOT;+49.3;+5.8;IV-104-H1;iv_104_h1;+70.35;-18.09
TROUVELOT;+49.3;+5.8;IV-110-H3;iv_110_h3;+42.59;-3.35
TROUVELOT;+49.3;+5.8;IV-115-H3;iv_115_h3;+42.27;+2.67
TROUVELOT;+49.3;+5.8;IV-116-H1;iv_116_h1;+70.8;-4.49
TROY;+;+;V-124-M;v_124_m;+38.67;-143.83
TRUMPLER;+29.3;+167.1;V-079-H1;v_079_h1;+38.66;-167.55
TRUMPLER;+29.3;+167.1;V-079-M;v_079_m;+38.78;-167.58
TRUMPLER;+29.3;+167.1;V-085-M;v_085_m;+38.85;-158.87
TSANDER;+6.2;-149.3;I-028-M;i_028_m;-10.23;+153.78
TSANDER;+6.2;-149.3;I-030-M;i_030_m;-10.27;+162.7
TSANDER;+6.2;-149.3;I-035-M;i_035_m;-8.72;+162.6
TSANDER;+6.2;-149.3;I-036-M;i_036_m;-8.65;+162.1
TSANDER;+6.2;-149.3;I-037-M;i_037_m;-7.98;+157.76
TSANDER;+6.2;-149.3;I-038-M;i_038_m;-7.9;+157.26
TSANDER;+6.2;-149.3;I-039-M;i_039_m;-6.49;+149.05
TSANDER;+6.2;-149.3;I-040-M;i_040_m;-6.44;+148.73
TSANDER;+6.2;-149.3;IV-051-M;iv_051_m;-85.19;+175.39
TSANDER;+6.2;-149.3;V-030-H3;v_030_h3;-25.79;+139.3
TSANDER;+6.2;-149.3;V-032-M;v_032_m;+24.94;+138.09
TSINGER;+56.7;+175.6;V-053-H3;v_053_h3;+48.85;+176.1
TSINGER;+56.7;+175.6;V-053-M;v_053_m;+48.97;+176.11
TSIOLKOVSKIY;-21.2;+128.9;I-102-M;i_102_m;-14.68;-104.35
TSIOLKOVSKIY;-21.2;+128.9;I-115-M;i_115_m;-2.92;-145.26
TSIOLKOVSKIY;-21.2;+128.9;I-117-M;i_117_m;-11.66;-152.84
TSIOLKOVSKIY;-21.2;+128.9;I-136-M;i_136_m;-5.4;-129.34
TSIOLKOVSKIY;-21.2;+128.9;III-121-H1;iii_121_h1;-24.08;-126.72
TSIOLKOVSKIY;-21.2;+128.9;III-121-H2;iii_121_h2;-24.08;-126.72
TSIOLKOVSKIY;-21.2;+128.9;III-121-M;iii_121_m;-24.13;-126.81
TSIOLKOVSKIY;-21.2;+128.9;IV-009-M;iv_009_m;-41.79;-96.2
TSIOLKOVSKIY;-21.2;+128.9;IV-123-M;iv_123_m;-5.4;-129.34
TURNER;-1.4;-13.2;IV-113-H3;iv_113_h3;-14.64;+9.51
TURNER;-1.4;-13.2;IV-114-H1;iv_114_h1;+13.46;+10.97
TURNER;-1.4;-13.2;IV-120-H3;iv_120_h3;-14.29;+15.64
TYCHO;-43.4;-11.1;IV-107-M;iv_107_m;-42.4;-6.45
TYCHO;-43.4;-11.1;IV-112-M;iv_112_m;-42.57;+1.35
TYCHO;-43.4;-11.1;IV-119-H2;iv_119_h2;-42.79;+7.44
TYCHO;-43.4;-11.1;IV-119-M;iv_119_m;-42.78;+7.44
TYCHO;-43.4;-11.1;IV-124-H2;iv_124_h2;-43;+14.08
TYCHO;-43.4;-11.1;IV-124-M;iv_124_m;-43;+14.08
TYCHO;-43.4;-11.1;IV-131-M;iv_131_m;-36.5;+23.47
UKERT;+7.8;+1.4;IV-102-H1;iv_102_h1;+12.96;-3.63
UKERT;+7.8;+1.4;IV-102-H2;iv_102_h2;+12.96;-3.63
ULUGH BEIGH;+32.7;-81.9;IV-183-H1;iv_183_h1;+43.52;+71.01
ULUGH BEIGH;+32.7;-81.9;IV-189-H1;iv_189_h1;+41.71;+79.99
UREY;+27.9;+87.4;IV-018-H3;iv_018_h3;+14.63;-90.47
UREY;+27.9;+87.4;IV-024-H1;iv_024_h1;+44.08;-99.09
UREY;+27.9;+87.4;IV-165-H3;iv_165_h3;+38.84;-81.13
VAISALA;+25.9;-47.8;IV-150-H3;iv_150_h3;+12.7;+49.29
VALIER;+6.8;+174.5;II-034-H2;ii_034_h2;+4.71;-173.55
VALIER;+6.8;+174.5;II-034-M;ii_034_m;+4.59;-173.51
VALLIS ALPES;+48.5;+3.2;IV-104-H1;iv_104_h1;+70.35;-18.09
VALLIS ALPES;+48.5;+3.2;IV-110-H2;iv_110_h2;+42.59;-3.35
VALLIS ALPES;+48.5;+3.2;IV-110-H3;iv_110_h3;+42.59;-3.35
VALLIS ALPES;+48.5;+3.2;IV-115-H3;iv_115_h3;+42.27;+2.67
VALLIS ALPES;+48.5;+3.2;IV-116-H1;iv_116_h1;+70.8;-4.49
VALLIS ALPES;+48.5;+3.2;IV-122-H3;iv_122_h3;+42.08;+9.24
VALLIS BAADE;-45.9;-76.2;IV-180-H2;iv_180_h2;-40.83;+75.22
VALLIS BAADE;-45.9;-76.2;IV-186-H2;iv_186_h2;-42.27;+81.34
VALLIS BAADE;-45.9;-76.2;IV-193-H3;iv_193_h3;-63.88;+85.98
VALLIS BOHR;+12.4;-86.6;IV-188-H2;iv_188_h2;+13.38;+89.22
VALLIS BOUVARD;-38.3;-83.1;IV-180-H2;iv_180_h2;-40.83;+75.22
VALLIS BOUVARD;-38.3;-83.1;IV-180-H3;iv_180_h3;-40.83;+75.22
VALLIS BOUVARD;-38.3;-83.1;IV-186-H2;iv_186_h2;-42.27;+81.34
VALLIS BOUVARD;-38.3;-83.1;IV-186-H3;iv_186_h3;-42.27;+81.34
VALLIS CAPELLA;-7.6;+34.9;IV-072-H3;iv_072_h3;-15.77;-37.86
VALLIS INGHIRAMI;-43.8;-72.2;IV-172-H2;iv_172_h2;-42.94;+67.94
VALLIS INGHIRAMI;-43.8;-72.2;IV-180-H2;iv_180_h2;-40.83;+75.22
VALLIS PALITZSCH;-26.4;+64.3;IV-184-H2;iv_184_h2;-35.18;-69.32
VALLIS RHEITA;-42.5;+51.5;IV-059-H2;iv_059_h2;-41.75;-55.05
VALLIS RHEITA;-42.5;+51.5;IV-064-H1;iv_064_h1;-42.56;-50.55
VALLIS RHEITA;-42.5;+51.5;IV-064-H2;iv_064_h2;-42.56;-50.55
VALLIS RHEITA;-42.5;+51.5;IV-071-H2;iv_071_h2;-43.69;-46.67
VALLIS RHEITA;-42.5;+51.5;IV-184-H3;iv_184_h3;-35.18;-69.32
VALLIS SCHROTERI;+26.2;-50.8;IV-150-H3;iv_150_h3;+12.7;+49.29
VALLIS SCHROTERI;+26.2;-50.8;IV-151-H1;iv_151_h1;+40.88;+40.2
VALLIS SCHROTERI;+26.2;-50.8;IV-157-H3;iv_157_h3;+13.36;+56.27
VALLIS SCHROTERI;+26.2;-50.8;IV-158-H1;iv_158_h1;+41.99;+47.65
VALLIS SNELLIUS;-31.1;+56.0;IV-059-H3;iv_059_h3;-41.75;-55.05
VALLIS SNELLIUS;-31.1;+56.0;IV-060-H1;iv_060_h1;-13.58;-48.79
VALLIS SNELLIUS;-31.1;+56.0;IV-065-H1;iv_065_h1;-14.9;-43.3
VAN ALBADA;+9.4;+64.3;IV-191-H3;iv_191_h3;+38.3;-53.79
VAN BIESBROECK;+28.7;-45.6;IV-144-H3;iv_144_h3;+14.03;+41.76
VAN BIESBROECK;+28.7;-45.6;IV-151-H1;iv_151_h1;+40.88;+40.2
VAN DE GRAAFF;-27.4;+172.2;II-033-M;ii_033_m;-10.39;-174.07
VAN DE GRAAFF;-27.4;+172.2;II-075-M;ii_075_m;-21.21;-157.99
VAN DE GRAAFF;-27.4;+172.2;V-065-M;v_065_m;-48.77;+168.61
VAN DEN BERGH;+31.3;-159.1;V-039-H1;v_039_h1;+38.71;+159.46
VAN DEN BERGH;+31.3;-159.1;V-039-M;v_039_m;+38.84;+159.43
