NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;SKYTEL;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
RICCO;Кратер;;Annibale Ricco;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;астроном;Италии;Итальянский;19;19-го века;??;1844;??;1911;??;176,3;176,3 ° Восток;75,6;75,6 ° Север;Северо-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;65;65;38;38;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
RICHARDS;Кратер;;Theodore William Richards;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;химик;США;Американский;20;20-го века;Germantown;1868;Cambridge;1928;Works on electrochemistry, thermochemistry and thermodynamics. Inventor of the adiabatic calorimeter on 1905. Determination of atomic mass of isotopes. Nobel prize on 1914.;140,1;140,1 ° Восток;7,7;7,7 ° Север;Северо-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;16;16;9;9;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
RICHARDSON;Кратер;;Sir Owen Willans Richardson;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;физик;Соединенного Королевства;Британский;20;20-го века;Dewsbury;1879;Alton;1959;Author of laws on electrons emission by heated metals on 1901, basis to electronic tubes. Nobel laureate on 1928.;100,5;100,5 ° Восток;31,1;31,1 ° Север;Северо-Восточный;;III;Mare Marginis;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;141;141;83;83;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Округлое образование, расположенное в зоне либраций.;;;;1;Малоинтересное или сложное образование;1;2 дня после Новолуния;1 день после Полнолуния;30;x10 бинокль;50 мм рефрактор
RIEDEL;Кратер;;Klaus Riedel;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;инженер;Германии;Германский;20;20-го века;??;1907;??;1944;Rockets conceiver.;-139,6;139,6 ° Запад;-48,9;48,9 ° Юг;Юго-Западный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;47;47;28;28;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
RIMA SIEGFRIED;Борозда;;German second name;UAI 1976 ?;Неизвестно;Неизвестно;Неизвестно;;;;;;;;;;;103,0;103,0 ° Восток;-25,9;25,9 ° Юг;Юго-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;14,0;4,0;8;2;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
RIMA GOLITSYN;Борозда;;Boris B. Golitsyn;UAI 1985 ?;Неизвестно;Неизвестно;Неизвестно;физик;России;Русский;19;19-го века;??;1862;??;1916;??;-105,0;105,0 ° Запад;25,1;25,1 ° Север;Северо-Западный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;36,0;10,0;21;6;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
RITTENHOUSE;Кратер;;David Rittenhouse;UAI 19XX ?;Неизвестно;Неизвестно;Неизвестно;изобретатель;США;Американский;18;18-го века;??;1732;??;1796;??;106,5;106,5 ° Восток;-74,5;74,5 ° Юг;Юго-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;26;26;15;15;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
RITZ;Кратер;;Walther Ritz;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;математик;Швейцарии;Швейцарский;20;20-го века;Sitten;1878;Gцttingen;1909;Methods for differential equations resolution. Works on infrared rays of elements.;92,2;92,2 ° Восток;-15,1;15,1 ° Юг;Юго-Восточный;;IV;Curie;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;51;51;30;30;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Округлое образование, расположенное в зоне либраций.;;;;1;Малоинтересное или сложное образование;1;2 дня после Новолуния;1 день после Полнолуния;30;x10 бинокль;50 мм рефрактор
ROBERTS;Кратер;;Alexander W. Roberts;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;астроном;Южно-Африканской Республики;Южно-африканский;20;20-го века;??;1857;??;1938;??;-174,5;174,5 ° Запад;71,1;71,1 ° Север;Северо-Западный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;V-029-M;89;89;52;52;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ROBERTSON;Кратер;;Howard P. Robertson;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;физик;США;Американский;20;20-го века;??;1903;??;1961;??;-105,2;105,2 ° Запад;21,8;21,8 ° Север;Северо-Западный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;V-015-H2;88;88;52;52;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ROCHE;Кратер;;Edouard A. Roche;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;астроном;Франции;Французский;19;19-го века;Montpellier;1820;Montpellier;1883;Numerous works on Solar System and planets. Discoverer of destruction limit of a satllite by tidal forces produced by its planet.;136,5;136,5 ° Восток;-42,3;42,3 ° Юг;Юго-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;160;160;94;94;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
RONTGEN;Кратер;;Wilhelm Conrad Rцntgen;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;физик;Германии;Германский;19;19-го века;Lennep;1845;Munich;1923;Director  of Munich Physics Institute on 1900. Discoverer of X rays on 1895. Nobel laureate on 1901;-91,4;91,4 ° Запад;33;33 ° Север;Северо-Западный;;VIII;Rцntgen;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;126;126;74;74;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Округлое образование, расположенное в зоне либраций.;;;;1;Малоинтересное или сложное образование;14;Полнолуние;6 дней после Последней Четверти;30;x10 бинокль;50 мм рефрактор
ROSSELAND;Кратер;;Svein Rosseland;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;астрофизик;Норвегии;Норвежский;20;20-го века;??;1894;??;1985;??;131;131 ° Восток;-41;41 ° Север;Северо-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;75;75;44;44;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ROWLAND;Кратер;;Henry Augustus Rowland;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;физик;США;Американский;19;19-го века;Homesdale;1848;Baltimore;1901;Discoverer of the equivalence of static and dynamic electricities. Discoverer of the mechanical value of calory. Discoverer of  39 elements in the solar spectra.;-162,5;162,5 ° Запад;57,4;57,4 ° Север;Северо-Западный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;V-029-M V-028-H3 V-039-M;171;171;101;101;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ROZHDESTVENSKIY;Кратер;;Dmitriy S. Rozhdestvenskiy;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;физик;СССР;Советский;20;20-го века;??;1876;??;1940;??;-155,4;155,4 ° Запад;85,2;85,2 ° Север;Северо-Западный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;V-029-M V-008-M;177;177;104;104;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
RUMFORD;Кратер;;Benjamin Thompson Count Rumford;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;физик;США;Американский;19;19-го века;Woburn;1753;Auteuil;1814;Inventor of the water calorimeter, and of a photometer. Numerous works on water properties.;-169,8;169,8 ° Запад;-28,8;28,8 ° Юг;Юго-Западный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;61;61;36;36;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
RUTHERFORD;Кратер;;Sir Ernest Rutherfrd of Nelson;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;физик;Соединенного Королевства;Британский;20;20-го века;Nelson;1871;Cambridge;1937;Numerous works on radioactivity and transmutations. Discoverer of alpha particles on 1906. Determination of neutron mass. President of the  Royal Society on 1925. Nobel laureate in chemistry on 1908.;137;137 ° Восток;10,7;10,7 ° Север;Северо-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;IV-136-H1 IV-131-H1 IV-118-H3 IV-130-H3;13;13;8;8;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;30;Нельзя увидеть;Нельзя увидеть
RYDBERG;Кратер;;Johannes R. Rydberg;UAI 1979 ?;Неизвестно;Неизвестно;Неизвестно;физик;Швеции;Шведский;19;19-го века;Halmstad;1854;Lund;1919;;-96,3;96,3 ° Запад;-46,5;46,5 ° Юг;Юго-Западный;;VI;Hausen;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;49;49;29;29;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Округлое образование, расположенное в зоне либраций.;;;;1;Малоинтересное или сложное образование;14;Полнолуние;6 дней после Последней Четверти;999;x10 бинокль;50 мм рефрактор
RYNIN;Кратер;;Nikolaj A. Rynin;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;инженер;СССР;Советский;20;20-го века;??;1877;??;1942;Space launchers conceiver.;-103,5;103,5 ° Запад;47;47 ° Север;Северо-Западный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;V-006-H1 V-008-M V-015-H3;75;75;44;44;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SAENGER;Кратер;;Eugen Saenger;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;инженер;Германии;Германский;20;20-го века;??;1905;??;1964;Rockets conceiver.;102,4;102,4 ° Восток;4,3;4,3 ° Север;Северо-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;75;75;44;44;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SAHA;Кратер;;Meghnad Saha;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;астрофизик;Индии;Индийский;20;20-го века;Dacca;1893;New Delhi;1956;Author on 1920 of a law about the equilibrium between ions and atoms. Classification of stars according to their spectral type.;102,7;102,7 ° Восток;-1,6;1,6 ° Юг;Юго-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;II-196-M II-196-H1;99;99;58;58;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SANFORD;Кратер;;Roscoe F. Sanford;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;астроном;США;Американский;20;20-го века;??;1883;??;1958;??;-138,9;138,9 ° Запад;32,6;32,6 ° Север;Северо-Западный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;V-032-M V-028-H2 V-031-M V-032-H3 V-031-H3;55;55;32;32;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SAPPHO;Кратер;;Sappho;UAI 1988 ?;Неизвестно;Неизвестно;Неизвестно;поэт;Греции;Греческий;-6;6-го века до новой эры;Lesbos;??;Lesbos;??;Author of very famous poems in Antiquity.;133,2;133,2 ° Восток;-25;25 ° Север;Северо-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;28;28;16;16;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SARTON;Кратер;;George A. L. Sarton;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;историк;Бельгии;Бельгийский;20;20-го века;??;1884;??;1956;Specialized in sciences history.;-121,1;121,1 ° Запад;49,3;49,3 ° Север;Северо-Западный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;V-008-M V-025-H1 V-024-H3;69;69;41;41;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SCALIGER;Кратер;;Joseph J. Scaliger;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;историк;Франции;Французский;16;16-го века;??;1540;??;1609;??;108,9;108,9 ° Восток;-27,1;27,1 ° Юг;Юго-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;III-121-M;84;84;49;49;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SCHAEBERLE;Кратер;;John Martin Schaeberle;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;астроном;США;Американский;19;19-го века;Wurtemberg;1853;Ann Arbor;1924;;-98,1;98,1 ° Запад;44,8;44,8 ° Север;Северо-Западный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;62;62;36;36;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Округлое образование, расположенное в зоне либраций.;;;;1;Малоинтересное или сложное образование;14;Полнолуние;6 дней после Последней Четверти;30;x10 бинокль;50 мм рефрактор
SHERRINGTON;Кратер;;Sir Charles Scott Sherrington;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;физиолог;Соединенного Королевства;Британский;20;20-го века;London;1857;Eastbourne;1952;Famous astronomical builder. Pioneer of astrophotography. Discoverer of 2 comets on 1880 and 1881.;117,2;117,2 ° Восток;-26,2;26,2 ° Юг;Юго-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;III-121-M;62;62;36;36;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SCHJELLERUP;Кратер;;H. C. Schjellerup;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;астроном;Дании;Датский;19;19-го века;??;1827;??;1887;Comets discoverer.;157,1;157,1 ° Восток;69,7;69,7 ° Север;Северо-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;97;97;57;57;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SCHLESINGER;Кратер;;Frank Schlesinger;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;астроном;США;Американский;20;20-го века;New York;1871;Lyme;1943;Author of General Catalog of Stellar Parallaxes from 1924. One of the founders of the International Astronomical Union and president on 1932.;-138,6;138,6 ° Запад;47,4;47,4 ° Север;Северо-Западный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;V-028-H3 V-029-H1;80;80;47;47;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SCHLIEMANN;Кратер;;Heinrich Schliemann;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;археолог;Германии;Германский;19;19-го века;??;1822;??;1890;Famous for Troy ruins discovery.;155,2;155,2 ° Восток;-2,1;2,1 ° Юг;Юго-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;I-115-M I-116-M;54;54;32;32;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SCHNELLER;Кратер;;Herbert Schneller;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;астроном;Германии;Германский;20;20-го века;??;1901;??;1967;??;-163,6;163,6 ° Запад;41,8;41,8 ° Север;Северо-Западный;;VIII;Rцntgen;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;V-039-M V-039-H3 V-039-H2;25;25;15;15;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SCHONFELD;Кратер;;Eduard Schцnfeld;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;астроном;Германии;Германский;19;19-го века;??;1828;??;1891;??;132,4;132,4 ° Восток;-75;75 ° Север;Северо-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;V-021-M IV-082-M IV-008-M V-021-H2;312;312;184;184;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SCHRODINGER;Кратер;;Erwin Schrцdinger;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;физик;Австрии;Австрийский;20;20-го века;Vienna;1887;Vienna;1961;Author of fundamental equations of quantic physics on 1926. Nobel laureate on 1933.;146,5;146,5 ° Восток;4,2;4,2 ° Север;Северо-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;I-115-M I-116-M;108;108;64;64;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SCHUSTER;Кратер;;Sir Arthur Schuster;UAI 1964 ?;Неизвестно;Неизвестно;Неизвестно;физик;Соединенного Королевства;Британский;20;20-го века;Frankfurt ober Main;1851;Yeldall;1934;Determination of cathodic rays nature on 1890. Numerous works on terrestriel magnetism, solar physics and spectroscopy.;121,2;121,2 ° Восток;70,1;70,1 ° Север;Северо-Восточный;;II;Nansen;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;212;212;125;125;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SCHWARZSCHILD;Кратер;;Karl Schwarzschild;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;астрофизик;Германии;Германский;20;20-го века;Frankfurt ober Main;1873;Potsdam;1916;Pioneer of stellar photometry with photography. First solution of general relativity equations on 1916. Inventor of black hole concept.;-148,9;148,9 ° Запад;-31,1;31,1 ° Юг;Юго-Западный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;40;40;24;24;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SCOBEE;Кратер;;Francis Richard Scobee;UAI 1973 ?;Неизвестно;Неизвестно;Неизвестно;астронавт;США;Американский;20;20-го века;??;1939;??;1986;Challenger shuttle crew member accidented in 1986.;145,8;145,8 ° Восток;73,5;73,5 ° Север;Северо-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;110;110;65;65;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SEARES;Кратер;;Frederick H. Seares;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;астроном;США;Американский;20;20-го века;??;1873;??;1964;??;-142,6;142,6 ° Запад;-7,1;7,1 ° Юг;Юго-Западный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;I-028-M V-030-H3;62;62;36;36;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SECHENOV;Кратер;;Ivan M. Sechenov;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;физиолог;России;Русский;19;19-го века;??;1829;??;1905;??;127,7;127,7 ° Восток;47,1;47,1 ° Север;Северо-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;V-158-M;17;17;10;10;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SEGERS;Кратер;;Carlos Segers;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;астроном;Аргентины;Аргентинский;20;20-го века;??;1900;??;1967;??;152,2;152,2 ° Восток;-32,8;32,8 ° Юг;Юго-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;62;62;36;36;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SEIDEL;Кратер;;Ludwig Philipp Von Seidel;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;математик;Германии;Германский;19;19-го века;Zweilbrьcken;1821;Munich;1896;Application of des probabilities to photometry works of Steinheil.;114,6;114,6 ° Восток;29,1;29,1 ° Север;Северо-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;V-181-M;110;110;65;65;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SEYFERT;Кратер;;Carl Keenan Seyfert;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;астрофизик;США;Американский;20;20-го века;??;1911;??;1960;Discoverer of a type of galaxy with active nucleus on 1943.;122,4;122,4 ° Восток;7,5;7,5 ° Север;Северо-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;;15;15;9;9;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
SHAHINAZ;Кратер;;Shahinaz;UAI 1970 ?;Неизвестно;Неизвестно;Неизвестно;женское имя;Турции;Турецкий;;;;;;;??;173,3;173,3 ° Восток;12,4;12,4 ° Север;Северо-Восточный;;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;;II-034-H1 II-034-M;74;74;44;44;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
