NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;LENGTH_KM_ILCD;WIDE_KM;LENGTH_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1895;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK;
TURNER;AA0140S01324W;0140S01324W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Period source not found;No details;Herbert Hall Turner;Lamech (1956);01/01/1935 00:00:00;Not named;Not named;Not named;Astronomer;England;English;20;20 th century;Leeds;1861;Stockholm;1930;President of the Association of Seismology. Research on geodesical instruments. Discoverer of Nova Gemini 1903.  Co-author of the international lunar nomenclature.;-13.240784;346.759216;13.241° West;-1.396098;1.396° South;Nearside;South-West;West of Ptolemaeus crater region;43;Lalande;246;Not determined;018C 024C 179C 183C 191C;Not described;IV-113-H3 IV-120-H3;12;11,22;12;7;7;5,6;2252;7206,4;0,200796435914739;A________A;2,21105266066544;0;0;0,94248;1,11974656438108;224,4;8,31111111111111;1,7952;10,4146323453507;30,4027871752391;Isolated circular formation with bowl shape.;;Pretty steep slopes supporting a mountainous ring to the West.;High walls.;Rounded floor.;;2;Pretty interesting formation;8;1 day after First Quarter;Last Quarter;50;50 mm refractor;100 mm refractor;Turner;Turner;6144;11.2167;-1.39609803331357;346.759215847314;-1.21114540100098;-1.5810489654541;346.944223403931;346.574213027954;LOLA2011;Europe;Great Britain;Crater, craters;AA;Montes Riphaeus;LAC-76;Adopted by IAU;01/01/1935 00:00:00;;Herbert Hall. British astronomer (1861-1930).;http://planetarynames.wr.usgs.gov/Feature/6144;
TYCHO;AA4330S01122W;4330S01122W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Copernician (From -1.1 billions years to present days);Wilhelms / 1987 / Geological history of the Moon table;ol-noritic gabbro;Tycho Brahé;Riccioli (1651);01/01/1935 00:00:00;Vladislai IV Reg. Pol.;Mons Sinai;Tycho;Astronomer;Danmark;Danish;16;16 th century;Knudstrup;1546;Prague;1601;Based his observatory on the island of Hveen. Catalogue of 777 stars. Excellent observer whose works on Mars permited Kepler to dictate his laws on the movement of planets.;-11.215349;348.784651;11.215° West;-43.295806;43.296° South;Nearside;South-West;Tycho crater region;64;Tycho;90;Not determined;009S 018S 029S 179S 183S 191S;ST08/99  MM123  L100/006;IV-124-M IV-124-H2 IV-119-H2;86;85,29;86;52;52;42,6;3980;12736;0,046666229947297;A__________________________________________A;48,2540035065525;0;19,52011;6,57169026353451;13,787122967486;373,448262812285;13,8314171411958;2,98758610249828;118,00492198601;166,857323337062;Very young circular formation (100 millions of years).;Young;Very steep and tormented slopes supporting Street to the South Pictet to the East Tycho E to the North-West and Tycho B to the West.;Very high walls in very important terraces.;Flat floor. Central mountain 1 500 M high with three main summits. Crests and hills lines. Craterlets. Furnace of the most important radiating system.;"As the centre from which the principal bright ray-system of the moon radiates, and the most conspicuous object in the southern hemisphere, this noble ring-plain may justly claim the pre-eminent title of ""the Metropolitan crater."" It is more than 54 miles in diameter, and its massive border, everywhere traversed by terraces and variegated by depressions within and without, is surmounted by peaks rising both on the E. and W. to a height of about 17,000 feet above the bright interior, on which stands a magnificent central mountain at least 5000 feet in altitude. Were it not somewhat foreshortened, Tycho would be seen to deviate considerably from what is deemed to be the normal shape. On the S. and W. especially, the wall approximates to the linear type, no signs of curvature being apparent where these sections meet. The crest on the S. and S.E. exhibits many breaks and irregularities. and it is through a narrow gap on the S. that a rill-like valley, originating at a small depression near the foot of the S.W. _glacis_, passes, and, descending the inner slope of the S.E. wall obliquely, terminates near its foot. There is a distinct crater on the summit ridge on the S.E., and another below the crest on the outer S.W. slope. On the S. inner slope I have often remarked a number of bright oval objects, which, for the lack of a better word, may be termed ""mounds"" though they represent masses of material many miles in length and breadth. The outer slope of Tycho, exhibiting under a high light a grey nimbus encircling the wall, includes--craters, crater-pits, shallow valleys, spurs and buttresses--in short, almost every variety of lunar feature is represented. Excepting the central mountain and a crater on the W. of it, I have not seen any object on the floor, which, for some unexplained reason, is never very distinct. Schmidt shows several low ridges on the N.E. side. In a paper recently published in the _Astronomische Nachrichten_, Professor W.H. Pickering, describing his observations of the Tycho streaks made at Arequipa, Peru, with a 13 inch achromatic, asserts that they do not radiate from the centre of Tycho, but from a multitude of minute craters on its S.E. or N. rim.";4;Exceptional formation;8;1 day after First Quarter;Last Quarter;30;10x binoculars;50 mm refractor;Tycho;Tycho;6163;85.2938;-43.2958059491476;348.784650841295;-41.8894004821777;-44.7022094726562;350.717157363892;346.85214805603;LOLA2011;Europe;Denmark;Crater, craters;AA;Tycho;LAC-112;Adopted by IAU;01/01/1935 00:00:00;;Tycho Brahe. Danish astronomer (1546-1601).;http://planetarynames.wr.usgs.gov/Feature/6163;
TYNDALL;AA3520S11764E;3520S11764E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Birth period not found;Period source not found;No details;John Tyndall;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;physicist;Ireland;Irish;19;19 th century;Leighlin Bridge;1820;Hindhead;1893;Numerous works on thermical emission, light rays and gases conductibility. ;117.644210;117.644210;117.644° East;-35.200945;35.201° South;Farside;South-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;;18;20,94;18;11;11;10,4;2608;8345,6;0,124548299173025;A________________A;8,35105754943544;0,240145970999949;2,85346;1,99179145376605;2,94607080487101;132,095669431227;4,89243220115654;1,05676535544981;26,5374137232265;51,3307037156301;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Tyndall;Tyndall;6167;20.943;-35.2009452177769;117.644210452824;-34.8556156158447;-35.5462741851807;118.067529678345;117.220888137817;LOLA2011;Europe;Great Britain;Crater, craters;AA;Milne;LAC-117;Adopted by IAU;01/01/1970 00:00:00;;John. British physicist (1820-1893).;http://planetarynames.wr.usgs.gov/Feature/6167;
UKERT;AA0771N00137E;0771N00137E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Lower Imbrian (From -3.85 billions years to -3.8 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Friedrich A. Ukert;M?dler (1837);01/01/1935 00:00:00;Stratti;Mons Pangaeus;Not named;Historian and philologist;Germany;German;19;19 th century;?;1780;?;1851;?;1.366010;1.366010;1.366° East;7.708361;7.708° North;Nearside;North-East;Moon disk center;33;Triesnecker;288;Not determined;357C 003C 167C 174C 179C;Not described;IV-102-H2 IV-102-H1;23;21,71;23;14;14;10,8;2636;8435,2;0,12144378158584;A________________A;8,73634399331363;0,257852355212846;3,05289;2,0538775071423;3,06532887284595;135,673212437871;5,02493379399521;1,08538569950297;27,5754074335253;52,9104738655403;Circular formation.;;Steep slopes supporting Ukert B & A to the North Ukert M & N to the East and Ukert D to the South-West.;High walls with light terraces.;Flat floor. Central mountain and line of North South oriented radial crest.;This bright crater, 14 miles in diameter, situated in the region N.E. of Triesnecker, is surrounded by a very complicated arrangement of mountains. and on the N. and W. is flanked by other enclosures. It has a distinct central mountain. Its most noteworthy feature is the great valley, more than 80 miles long, which extends from N.E. to S.W. on the E. side of it. This gorge is at least six miles in breadth, of great depth, and is only comparable in magnitude with the well-known valley which cuts through the Alps, W. of Plato. A delicate cleft, not very clearly traceable as a whole, begins near its N. end, and terminates amid the ramifications of the Apennines S. of Marco Polo.;2;Pretty interesting formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor;Ukert;Ukert;6192;21.707;7.70836139314677;1.36600977457749;8.0662899017334;7.35043525695801;1.72720146179199;1.00481986999512;LOLA2011;Europe;Germany;Crater, craters;AA;Mare Vaporum;LAC-59;Adopted by IAU;01/01/1935 00:00:00;;Friedrich August. German historian, humanitarian (1780-1851).;http://planetarynames.wr.usgs.gov/Feature/6192;
ULUGH BEIGH;AA3267N08196W;3267N08196W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years) ?;Period source not found;No details;Mehmet Turgay Ulug Beg;M?dler (1837);01/01/1961 00:00:00;Not named;Not named;Not named;Astronomer;Araby;Arabian;15;15 th century;Soltaniyyé;1394;Samarkand;1449;Creator of the observatory of Samarkand. King of Transoxiane in 1447.;-81.956537;278.043463;81.957° West;32.668241;32.668° North;Librations zone;North-West;Moon North-West limb;8;Rumker;344;Not determined;030N Q2NW;Not described;IV-189-H1 IV-183-H1;55;57,04;55;33;33;28,5;3526;11283,2;0,061820286922153;A________________________________A;29,1950903146793;0;12,20336;4,66838084235124;8,86092124464432;277,292856332767;10,2701057901025;2,21834285066213;76,9593891993878;119,038235774182;Situated in the zone of librations. Deformed formation.;;Few steep slopes.;Few high walls damaged to the North.;Flat floor filled with lava. Central mountain.;A good-sized ring-plain, E. of the last, with a bright border and central mountain. Too near the limb for observation.;2;Pretty interesting formation;14;Full Moon;6 days after Last Quarter;30;10x binoculars;50 mm refractor;Ulugh Beigh;Ulugh Beigh;6207;57.0384;32.6682406015608;278.043463128868;33.6087436676025;31.7277393341064;279.160722732544;276.926206588745;LOLA2011;Asia;Mongolia;Crater, craters;AA;Lavoisier;LAC-22;Adopted by IAU;01/01/1961 00:00:00;;Ulugh-Beg. Mongolian astronomer, mathematician (1394-1449).;http://planetarynames.wr.usgs.gov/Feature/6207;
UREY;AA2793N08743E;2793N08743E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Upper Imbrian (From -3.8 billions years to -3.2 billions years);Wilhelms and Byrne / 2009;No details;Harold C. Hurey (ex Rayleigh A);?;01/01/1985 00:00:00;Not named;Not named;Not named;Chemist;U. S. A.;American;20;20 th century;?;1893;?;1981;?;87.428602;87.428602;87.429° East;27.933502;27.934° North;Librations zone;North-East;Moon East-North-East limb;27;Plutarch;0;Not determined;Q1E;Not described;;38;39,29;38;23;23;19,6;3151;10083,2;0,080222715864791;A________________________A;18,3273578833655;0,829634582972041;7,60611;3,4005832659091;5,88264939048743;210,443027083126;7,79418618826393;1,68354421666501;51,7899547017727;87,0542002839347;Circular formation situated in the zone of librations jammed between Rayleigh and Liapunov.;Formerly Rayleigh A ;Pretty steep slopes.;Pretty high walls.;Flat floor with central relief.;;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor;Urey;Urey;6242;39.2939;27.9335022333582;87.4286024585514;28.5814189910889;27.2855892181396;88.1619510650635;86.6952571868896;LOLA2011;North America;American;Crater, craters;AA;Hubble;LAC-45;Adopted by IAU;01/01/1985 00:00:00;;Harold Clayton. American chemist. Nobel laureate (1893-1981).;http://planetarynames.wr.usgs.gov/Feature/6242;
VAISALA;AA2590N04790W;2590N04790W;IAU Named formation;Crater;AA;Craterlet;Meteoritic impact;Copernician (From -1.1 billions years to present days) ?;Period source not found;No details;Yrjo Väisälä (ex Aristarchus A);?;01/01/1973 00:00:00;Not named;Not named;Not named;Astronomer;Finland;Finnish;20;20 th century;?;1891;?;1971;?;-47.897541;312.102459;47.898° West;25.902546;25.903° North;Nearside;North-West;Aristarchus crater region;18;Aristarchus;340;Not determined;055N;Not described;;8;8,12;8;5;5;4;1625;5200;0,200148173706366;A________A;1,24947648004135;0;0;0,68208;0,737162115645219;162,4;6,01481481481481;1,2992;6,95181023545296;23,175586108435;Circular formation with bowl shape.;Formerly Aristarchus A;Few steep slopes supporting a craterlet to the East.;Few high walls.;Rounded floor.;;1;Low interest or difficult formation;11;4 days after First Quarter;3 days after Last Quarter;50;50 mm refractor;100 mm refractor;V?is?l?;Vaisala;6463;8.12311;25.9025461160912;312.102458513644;26.0364894866943;25.7686061859131;312.251359939575;311.953561782837;LOLA2011;Europe;Finland;Crater, craters;AA;Aristarchus;LAC-39;Adopted by IAU;01/01/1973 00:00:00;;Yrjo. Finnish astronomer (1891-1971).;http://planetarynames.wr.usgs.gov/Feature/6463;
VALERA;AA3830N03500W;3830N03500W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Birth period not found;Period source not found;No details;Male name Valery of Latin origin in Russian diminutive form.;IAU;14/06/2012 00:00:00;;;;?;Europe;Russia;;;;;;;;-34.998871;325.001129;34.999° West;38.300056;38.300° North;Nearside;North-West;Sinus Iridum;Not determined;Not determined;Not determined;Not determined;Not determined;Not described;Not determined;0.1;0,1;0.1;0.06;0.06;0;19;60,8;0,191538495307339;A__________A;0,000532551600019;0;0;0,0084;0;2;0,074074074074074;0,016;0,028520220051779;0,57829494395962;;Lunokhod-1;;;;;;;10;Three days after First Quarter;Two days after Last Quarter;;;;Valera;Valera;15012;0.1;38.30005645752;325.00112915039;38.30005645752;38.30005645752;325.00112915039;325.00112915039;LOLA2011;Europe;Russia;Crater, craters;AA;Sinus Iridum;LAC-24;Adopted by IAU;14/06/2012 00:00:00;;Male name Valery of Latin origin in Russian diminutive form.;http://planetarynames.wr.usgs.gov/Feature/15012;
VALIER;AA0665N17426E;0665N17426E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Byrne / Personal communication / 2008;No details;Max Valier;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;engineer;Germany;German;20;20 th century;?;1895;?;1930;Rockets conceiver.;174.264252;174.264252;174.264° East;6.654845;6.655° North;Farside;North-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;II-034-M II-034-H2;67;65,06;67;39;39;32,5;3668;11737,6;0,056388945280753;A__________________________________A;34,4089061045115;0;14,28054;5,22072285386712;10,2391258790454;305,645666390018;11,320209866297;2,44516533112015;88,504848535532;132,936798760666;Not observable;Possibly Lower Imbrian ;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Valier;Valier;6286;65.0605;6.65484455553739;174.264252030564;7.72821998596191;5.58260154724121;175.345453262329;173.185426712036;LOLA2011;Europe;Germany;Crater, craters;AA;Sharonov;LAC-68;Adopted by IAU;01/01/1970 00:00:00;;Max. German rocketry engineer (1895-1930).;http://planetarynames.wr.usgs.gov/Feature/6286;
VALLIS ALPES;VA4921N00363E;4921N00363E;IAU Named formation;Valley;VA;Not determined;Extension tectonism;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Valley of Alps;Neison (1874);01/01/1961 00:00:00;Not named;Not named;Not named;?;;;0;Not appliable;;;;;;3.631381;3.631381;3.631° East;49.208780;49.209° North;Nearside;North-East;Moon North limb;4;Archytas;374;3c5 / 4c1;357N 003N 009N 161N 167N 174N;MM34 L100/019;IV-115-H3 IV-116-H1 IV-104-H1;130;;11;79;7;0;Unknown;Unknown;Unknown height. Impossible calculation;#VALEUR !;;;;;;;;;;;South-West  North-East oriented immense fault. Raised cliffs on each side. Rectilinear 700 m width rille on the floor.;;;;;"A great wedge-shaped depression, cutting through the Alps W. of Plato, from W.N.W. to E.S.E. It is more than 80 miles in length, and varies in breadth from 6 miles on the S. to less than 4 miles on the N., where it approaches the S. border of the Mare Frigoris. For a greater part of its extent it is bounded on the S.W. side by a precipitous linear cliff, which, under a low evening sun, is seen to be fringed by a row of bright little hills. These are traceable up to one of the great mountain masses of the Alps, forming the S.W. side of the great oval-shaped expansion of the valley, whose shape has been appropriately compared to that of a Florence oil-flask, and which Webb terms ""a grand amphitheatre."" On the opposite or N.E. side, the boundary of the valley is less regular, following a more or less undulating line up to a point opposite, and a little N. of, the great mountain mass, where it abuts on a shallow _quasi_ enclosure with lofty walls, which, projecting westwards, considerably diminish the width of the valley. South of this lies another curved mountain ring, which still farther narrows it. This curtailment in width represents the neck of the flask, and is apparently about 16 or 17 miles in length, and from 3 to 4 miles in breadth, forming a gorge, bordered on the W. by nearly vertical cliffs, towering thousands of feet above the bottom of the valley. and on the E. by many peaked mountains of still greater altitude. At the entrance to the ""amphitheatre,"" the actual distance between the colossal rocks which flank the defile is certainly not much more than 2 miles. From this standpoint the view across the level interior of the elliptical plain would be of extraordinary magnificence. Towards the S., but more than 12 miles distant, the outlook of an observer would be limited by some of the loftiest peaks of the Alps, whose flanks form the boundary of the enclosure, through which, however, by at least three narrow passes he might perchance get a glimpse of the Mare Imbrium beyond. The broadest of these aligns with the axis of the valley. It is hardly more than a mile wide at its commencement on the S. border of the ""amphitheatre,"" but expands rapidly into a trumpet-shaped gorge, flanked on either side by the towering heights of the Alps as it opens out on to the Mare. The bottom, both of the ""amphitheatre"" and of the long wedge-shaped valley, appears to be perfectly level, and, as regards the central portion of the latter, without visible detail. Under morning illumination I have, however, frequently seen something resembling a ridge partially crossing ""the neck,"" and, near sunset, a tongue of rock jutting out from the E. flank of the constriction, and extending nearly from side to side. At the base of the cliff bordering the valley on the S.W., five or six little circular pits have been noted, some of which appear to have rims. They were seen very perfectly with powers of 350 and 400 on an 8 1/2 inch Calver reflector at 8 h. on January 25, 1885, and have been observed, but less perfectly, on subsequent occasions. The most northerly is about 10 miles from the N.W. end of the formation, and the rest occur at nearly regular intervals between it and ""the neck."" In the neighbourhood of the valley, on either side, there are several bright craters. Three stand near the N.E. edge, and one of considerable size near the N.W. end on the opposite side. A winding cleft crosses the valley about midway, which, strange to say, is not shown in the maps, though it may be seen in a 4 inch achromatic. It originates apparently at a bright triangular mountain on the plain S.W. of the valley, and, after crossing the latter somewhat obliquely, is lost amid the mountains on the opposite side. That portion of it on the bottom of the valley is easily traceable under a high light as a white line. The region N. of the Alps on the S.W. side of the valley presents many details worthy of examination. Among them, parallel rows of little hills, all extending from N.W. to S.E. There is also a number of still smaller objects of the same type on the E. side. The great Alpine valley, though first described by Schroter, is said to have been discovered on September 22, 1727, by Bianchini, but it is very unlikely that an object which is so prominent when near the terminator was not often remarked before this.";4;Exceptional formation;7;First Quarter;6 days after Full Moon;50;50 mm refractor;100 mm refractor;Vallis Alpes;Vallis Alpes;6290;155.417;49.2087803039079;3.63138084511837;50.5211620330811;47.7936992645264;6.95033836364746;0.363134384155273;LOLA2011;Europe;Switzerland;Vallis, valles;VA;Plato;LAC-12;Adopted by IAU;01/01/1961 00:00:00;;`Alpine Valley.`;http://planetarynames.wr.usgs.gov/Feature/6290;
VALLIS BAADE;VA4555S07723W;4555S07723W;IAU Named formation;Valley;VA;Not determined;Not determined;Birth period not found;Period source not found;No details;Valley of Baade - Walter Baade;?;01/01/1964 00:00:00;Not named;Not named;Not named;Astronomer;Germany;German;20;20 th century;Schr?ttinghausen;1893;G?ttingen;1960;Specialist of galaxies. Discoverer of 2 types of stellar populations. Study on Cepheides. Discoverer of asteroid Icare and Hidalgo.;-77.229827;282.770173;77.230° West;-45.553348;45.553° South;Nearside;South-West;Moon South-West limb;61;Piazzi;0;Not determined;075C 080S Q3SW, 247S;Not described;;160;;28;97;17;0;Unknown;Unknown;Unknown height. Impossible calculation;#VALEUR !;;;;;;;;;;;Rectilinear little marked depression parallel to Vallis Inghirami.;;;;;;2;Pretty interesting formation;13;6 days after First Quarter;5 days after Last Quarter;30;10x binoculars;50 mm refractor;Vallis Baade;Vallis Baade;6291;206.789;-45.5533481691715;282.770172959574;-42.8151092529297;-48.6595191955566;285.244813919067;280.086866378784;LOLA2011;Europe;Germany;Vallis, valles;VA;Vallis Inghirami;LAC-109;Adopted by IAU;01/01/1964 00:00:00;;Named from nearby crater.;http://planetarynames.wr.usgs.gov/Feature/6291;
VALLIS BOHR;VA1025N08886W;1025N08886W;IAU Named formation;Vallis, valles;VA;Not determined;Not determined;Birth period not found;Period source not found;No details;Valley of Bohr  Niels Henrik David Bohr;IAU;01/01/1976 00:00:00;;;;?;Europe;Denmark;;;;;;;;-88.861878;271.138122;88.862° West;10.248944;10.249° North;Librations zone;North-West;Vasco da Gama;Not determined;Not determined;Not determined;Not determined;Not determined;Not described;Not determined;95.3219;;95.3219;57.08;57.08;0;Unknown;Unknown;Unknown height. Impossible calculation;#VALEUR !;;;;;;;;;;;;;;;;;;;14;Full Moon;Six days after Last Quarter;;;;Vallis Bohr;Vallis Bohr;6292;95.3219;10.2489440603384;271.138121915868;11.7550601959229;8.68435096740723;271.189672470093;271.121740341187;LOLA2011;Europe;Denmark;Vallis, valles;VA;Vasco da Gama;LAC-55;Adopted by IAU;01/01/1976 00:00:00;;Named from nearby crater.;http://planetarynames.wr.usgs.gov/Feature/6292;
VALLIS BOUVARD;VA3845S08232W;3845S08232W;IAU Named formation;Valley;VA;Not determined;Not determined;Birth period not found;Period source not found;No details;Valley of Bouvard _ Alexis Bouvard;M?dler (1837);01/01/1970 00:00:00;Not named;Not named;Not named;Astronomer and mathematician;France;French;19;19 th century;Les Contamines;1767;Paris;1843;Director of the Observatory of Paris. Member of the French Academy of Sciences in 1803. Discoverer of 8 comets and of their orbital elements.;-82.320385;277.679615;82.320° West;-38.449661;38.450° South;Librations zone;South-West;Moon South-West limb;61;Piazzi;0;Not determined;080C/S Q3W, Q3SW, 247S;Not described;;280;;;170;24;0;Unknown;Unknown;Unknown height. Impossible calculation;#VALEUR !;;;;;;;;;;;Rectilinear little marked formation situated in the zone of librations.;;Flat slopes.;Few high walls.;Flat floor.;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;10x binoculars;50 mm refractor;Vallis Bouvard;Vallis Bouvard;6293;287.924;-38.4496613529462;277.679615071885;-35.028169631958;-42.1899566650391;279.209856033325;275.245294570923;LOLA2011;Europe;France;Vallis, valles;VA;Vallis Inghirami;LAC-109;Adopted by IAU;01/01/1970 00:00:00;;Alexis. French astronomer, mathematician (1767-1843).;http://planetarynames.wr.usgs.gov/Feature/6293;
VALLIS CAPELLA;VA0739S03504E;0739S03504E;IAU Named formation;Valley;VA;Not determined;Not determined;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Period source not found;No details;Valley of  Capella - Martianus Capella;?;01/01/1984 00:00:00;Not named;Not named;Not named;Lawyer;Carthage;Carthagian;5;5 th century;Carthage?;?;?;?;Author of a theory where Venus and Mercury turn around the Sun. Inspirer of Copernic.;35.038472;35.038472;35.038° East;-7.391784;7.392° South;Nearside;South-East;Theophilus crater North-East region;47;Capella;232;13c4;Not determined;Not described;;110;;11;67;7;0;Unknown;Unknown;Unknown height. Impossible calculation;#VALEUR !;;;;;;;;;;;Composed of an alignment of craters more or less well marked.;;South-East North-West oriented.;Crosses the crater Capella.;;;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor;Vallis Capella;Vallis Capella;6294;106.28;-7.39178426982261;35.038471639769;-6.00345420837402;-8.69455909729004;36.2271671295166;33.7847270965576;LOLA2011;Europe;Romania (Rumania);Vallis, valles;VA;Colombo;LAC-79;Adopted by IAU;01/01/1984 00:00:00;;Named from nearby crater.;http://planetarynames.wr.usgs.gov/Feature/6294;
VALLIS CHRISTEL;VA2454N01108E;2454N01108E;IAU Named formation;Vallis, valles;VA;Not determined;Not determined;Birth period not found;Period source not found;No details;Valley of Christel - German female name (Part of Aratus CA).;IAU;01/01/1976 00:00:00;;;;?;Europe;Germany;;;;;;;;11.081438;11.081438;11.081° East;24.544104;24.544° North;Nearside;North-East;Mare Serenitatis;Not determined;Not determined;Not determined;Not determined;Not determined;Not described;Not determined;2.10018;;2.10018;1.26;1.26;0;Unknown;Unknown;Unknown height. Impossible calculation;#VALEUR !;;;;;;;;;;;;;;;;;;;7;First Quarter;Six days after Full Moon;;;;Vallis Christel;Vallis Christel;1200;2.10018;24.5441037607586;11.0814381550539;24.5479907989502;24.5402164459229;11.1190776824951;11.0437984466553;LOLA2011;Europe;Germany;Vallis, valles;VA;Mare Serenitatis;LAC-42;Adopted by IAU;01/01/1976 00:00:00;;German female name, part of Aratus CA.;http://planetarynames.wr.usgs.gov/Feature/1200;
VALLIS INGHIRAMI;VA4395S07259W;4395S07259W;IAU Named formation;Valley;VA;Not determined;Not determined;Birth period not found;Period source not found;No details;Valley of  Inghirami - Giovanni Inghirami;?;01/01/1964 00:00:00;Not named;Not named;Not named;Astronomer;Italy;Italian;19;19 th century;?;1779;?;1851;?;-72.589652;287.410348;72.590° West;-43.947023;43.947° South;Nearside;South-West;Moon South-West limb;61;Piazzi;145;Not determined;075C 080S 233S 237S 247S;Not described;;140;;22;85;13;0;Unknown;Unknown;Unknown height. Impossible calculation;#VALEUR !;;;;;;;;;;;Rectilinear well marked depression.;;Seems formed by the fusion of several lengthened craters.;Forms a parallel furrow couple with Vallis Baade.;;;3;Very interesting formation;13;6 days after First Quarter;5 days after Last Quarter;30;10x binoculars;50 mm refractor;Vallis Inghirami;Vallis Inghirami;6295;145.084;-43.9470233481256;287.410347547891;-42.5018177032471;-45.3922271728516;290.060998916626;284.759695053101;LOLA2011;Europe;Italy;Vallis, valles;VA;Vallis Inghirami;LAC-109;Adopted by IAU;01/01/1964 00:00:00;;Named from nearby crater.;http://planetarynames.wr.usgs.gov/Feature/6295;
VALLIS KRISHNA;VA2450N01126E;2450N01126E;IAU Named formation;Crater;VA;Craterlet;Meteoritic impact;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Valley of Krishna  Indian Goddess;?;01/01/1976 00:00:00;Not named;Not named;Not named;Mythological character;India;Indian;0;Not appliable;;;;;Incarnation of the god Vishnu. Author of many exploits.;11.263211;11.263211;11.263° East;24.502298;24.502° North;Nearside;North-East;South-West part of Mare Serenitatis;23;Linné;319;Not determined;351N 161C 167N;Not described;;3;;3;2;2;0;Unknown;Unknown;Unknown height. Impossible calculation;#VALEUR !;;;;;;;;;;;Very lengthened formation West East and situated to the South extremity of Dorsum Owen.;;Few steep slopes.;Few high walls.;Floor in form of shell of boat.;;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;100;100 mm reflector;200 mm reflector;Vallis Krishna;Vallis Krishna;3121;2.89613;24.5022983732233;11.2632114951789;24.5140171051025;24.4972248077393;11.3152179718018;11.2123584747314;LOLA2011;Asia;India;Vallis, valles;VA;Mare Serenitatis;LAC-42;Adopted by IAU;01/01/1976 00:00:00;;Indian male name, part of Aratus CA.;http://planetarynames.wr.usgs.gov/Feature/3121;
