NAME;TYPE;PERIOD;Zénon;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
BERGMAN;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Químico;Suécia;sueco;18;Século 18;Katrineberg;1735;Medevi;1784;Mineralogista. Descobridor do níquel, do tungsténio e da composição dos carbonatos.;137,5;137,5 ° Este;7;7 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;21;21;12;12;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BERGSTRAND;Cratera;;Zénon;UAI 1997 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Suécia;sueco;20;Século 20;Stockholm;1873;Uppsala;1948;Inventor de uma tabela de refracção diferencial. Estudo dos satélites de Urano e da coroa solar. ;176,3;176,3 ° Este;-18,8;18,8 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;43;43;25;25;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BERKNER;Cratera;;Zénon;UAI 1979 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Geofísico;E. U. A.;norte-americano;20;Século 20;??;1905;??;1967;;-105,2;105,2 ° Oeste;25,2;25,2 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;86;86;51;51;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BERLAGE;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Geofísico;Holanda;holandês;20;Século 20;??;1896;??;1968;;-162,8;162,8 ° Oeste;-63,2;63,2 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;92;92;54;54;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BHABHA;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Índia;Indian;20;Século 20;Bombay;1909;Mont Blanc;1966;Estudos sobre os raios cósmicos. Presidente da primeira conferência sobre as aplicações pacíficas da energia nuclear em Genebra em 1955. Morte num acidente de avião.;-164,5;164,5 ° Oeste;-55,1;55,1 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-030-H1 V-043-M;64;64;38;38;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BINGHAM;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Explorador;E. U. A.;norte-americano;20;Século 20;??;1875;??;1956;;115,1;115,1 ° Este;8,1;8,1 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;33;33;19;19;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BIRKELAND;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Noruega;norueguês;19;Século 19;??;1867;?;1917;;173,9;173,9 ° Este;-30,2;30,2 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-065-M;82;82;48;48;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BIRKHOFF;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Matemático;E. U. A.;norte-americano;20;Século 20;Overisel;1884;Cambridge;1944;Teoria geral dos sistemas dinâmicos Demonstração do último teorema de Poincaré. Estudos sobre a teoria da relatividade. ;-146,1;146,1 ° Oeste;58,7;58,7 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-024-H3 V-029-H2 V-028-M V-028-H3 V-025-M V-029-M;345;345;203;203;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BJERKNES;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Noruega;norueguês;20;Século 20;??;1862;??;1951;;113;113 ° Este;-38,4;38,4 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;48;48;28;28;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BLACKETT;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Reino Unido;britânico;20;Século 20;London;1897;London;1974;Estudos sobre os raios cósmicos. Primeira fotografia de um fenómeno de transmutação em 1925. Autor de uma teoria geral sobre o magnetismo. Prémio Nobel em 1948.;-116,1;116,1 ° Oeste;-37,5;37,5 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;141;141;83;83;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BLANCHARD;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Cientista;França;francês;18;Século 18;Les Andelys;1753;Paris;1809;Estudo sobre o pára-quedas. Primeira travessia do Canal da Mancha em balão em 1785. Queda do seu balão em Haia em 1808.;-94,4;94,4 ° Oeste;-58,5;58,5 ° Sul;Sudoeste;;VI;Hausen;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;40;40;24;24;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;14;Lua Cheia;6 dias após o Quarto Minguante;30;Binóculo x10;Refractor 50 mm
BLAZHKO;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;U. R. S. S.;soviético;20;Século 20;??;1870;??;1956;;-148;148 ° Oeste;31,6;31,6 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;54;54;32;32;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BOBONE;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Argentina;Argentin;20;Século 20;??;1901;??;1958;;-131,8;131,8 ° Oeste;26,9;26,9 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;31;31;18;18;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BOK;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;E. U. A.;norte-americano;20;Século 20;??;1896;??;1975;Descobridor das nuvens compactas de poeira interstelar ou glóbulos.;-171,6;171,6 ° Oeste;-20,2;20,2 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;45;45;26;26;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BOLTZMANN;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Áustria;austríaco;19;Século 19;Vienna;1844;Duino;1906;Inventor da cinética dos gases e de uma fórmula que descreve a entropia introduzindo uma nova constante fundamental da física. Suicídio após uma grave doença.;-90,7;90,7 ° Oeste;-74,9;74,9 ° Sul;Sudoeste;;VI;Hausen;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;IV-193-H1;76;76;45;45;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;14;Lua Cheia;6 dias após o Quarto Minguante;30;Binóculo x10;Refractor 50 mm
BOLYAI;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Matemático;Hungria;Hungarian;19;Século 19;??;1802;??;1860;;125,9;125,9 ° Este;-33,6;33,6 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;III-121-H3;135;135;79;79;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BONDARENKO;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Cosmonauta;U. R. S. S.;soviético;20;Século 20;??;1937;??;1961; Cosmonauta-aluno. Não participou em qualquer missão espacial.;136,3;136,3 ° Este;-17,8;17,8 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;30;30;18;18;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BORMAN;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astronauta;E. U. A.;norte-americano;20;Século 20;??;1928;;;Astronauta da missão Apollo 8. Primeira colocação em órbita lunar a 25 de Dezembro de 1968.;-147,7;147,7 ° Oeste;-38,8;38,8 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-030-H1;50;50;29;29;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BOSE;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Índia;Indian;20;Século 20;Mymensingh;1858;Giridih;1937;Inventor de um gerador de ondas eléctricas ultra curtas em 1897. Trabalhos sobre os fenómenos moleculares.;-170;170 ° Oeste;-53,5;53,5 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-043-M;91;91;54;54;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BOWDITCH;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;E. U. A.;norte-americano;19;Século 19;??;1773;??;1848;;103,1;103,1 ° Este;-25;25 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;40;40;24;24;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BOYLE;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Reino Unido;britânico;17;Século 17;Lismore Castle;1627;London;1691;Co-inventor da lei de compressibilidade dos gases com Mariotte. Criador do conceito de temperatura zero como ponto de fusão do gelo. Refutação da teoria dos elementos de Aristote. Criador da noção de elemento e de métodos de análise química. ;178,1;178,1 ° Este;-53,1;53,1 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;57;57;34;34;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BRAGG;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Reino Unido;britânico;20;Século 20;Wigton;1862;London;1942;Director da Instituição Real da Grã-Bretanha em 1923. Autor de trabalhos com o seu filho sobre os raios X e a radioactividade. Inventor de um espectrografo de alta frequência. Prémio Nobel em 1915. ;-102,9;102,9 ° Oeste;42,5;42,5 ° Norte;Noroeste;;VIII;Röntgen;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;84;84;49;49;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;0;Não observável;Não observável;999;Não observável;Não observável
BRASHEAR;Cratera;;Zénon;UAI 1979 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;E. U. A.;norte-americano;20;Século 20;??;1840;??;1920;;-170,7;170,7 ° Oeste;-73,8;73,8 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;55;55;32;32;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;14;Lua Cheia;6 dias após o Quarto Minguante;999;Binóculo x10;Refractor 50 mm
BREDIKHIN;Cratera;;Zénon;UAI 1988 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Russia;russo;19;Século 19;??;1831;??;1904;;-158,2;158,2 ° Oeste;17,3;17,3 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;59;59;35;35;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BRIDGMAN;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;E. U. A.;norte-americano;20;Século 20;Cambridge;1882;Randolph;1961;Estudos sobre as ultra pressões e sobre as propriedades dos cristais. Prémio Nobel em 1946.;137,1;137,1 ° Este;43,5;43,5 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-158-M V-124-H3 V-124-M;80;80;47;47;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BRONK;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Neurofisiologista;E. U. A.;norte-americano;20;Século 20;??;1897;?;1975;;-134,5;134,5 ° Oeste;26,1;26,1 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-031-M V-028-H2 V-031-H2;64;64;38;38;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BROUWER;Cratera;;Zénon;UAI 1976 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;E. U. A.;norte-americano;20;Século 20;Rotterdam;1902;New Haven;1966;Revisão das constantes astronómicas. Integração numérica das equações da mecânica celestial.;-126;126 ° Oeste;-36,2;36,2 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-026-M V-022-H2 V-022-M V-026-H2;158;158;93;93;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BRUNNER;Cratera;;Zénon;UAI 19XX ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Cartago;suiço;20;Século 20;??;1878;??;1958;;90,9;90,9 ° Este;-9,9;9,9 ° Sul;Sudeste;;IV;Curie;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;53;53;31;31;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;1;2 dias após a Lua Nova;1 dia após a Lua Cheia;30;Binóculo x10;Refractor 50 mm
BUFFON;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Naturalista;França;francês;18;Século 18;Montbard;1707;Paris;1788;"Membro da Academia das Ciências em 1733. Gestor dos jardins do Rei em 1739. Autor dos 36 volumes da ""História Natural"" de 1749 a 1804. Primeiras hipóteses evolucionistas. Grande divulgador das ciências.";-133,4;133,4 ° Oeste;-40,4;40,4 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-026-H1;106;106;62;62;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BUISSON;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;França;francês;20;Século 20;??;1873;??;1944;;112,5;112,5 ° Este;-1,4;1,4 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;56;56;33;33;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
BUTLEROV;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Químico;Russia;russo;19;Século 19;Tchistopol;1828;Boutlerovka;1886;Membro da Academia das ciências de São Petesburgo em 1870. Trabalhos sobre os álcoois gordos. Descobridor do trimetilcarbinol. Autor da teoria das estruturas de compostos orgânicos com Coupler e Kekule. ;-108,7;108,7 ° Oeste;12,5;12,5 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-015-H2;40;40;24;24;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
