NAME;TYPE;PERIOD;Zénon;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
STERNFELD;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;U. R. S. S.;soviético;20;Século 20;??;1905;??;1980;Especialista do espaço.;-141,2;141,2 ° Oeste;-19,6;19,6 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;31;31;18;18;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
STETSON;Cratera;;Zénon;UAI 1979 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;E. U. A.;norte-americano;20;Século 20;??;1885;??;1964;Geofísico;-118,3;118,3 ° Oeste;-39,6;39,6 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;100;100;59;59;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
STOLETOV;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Russia;russo;19;Século 19;??;1839;??;1896;;-155,2;155,2 ° Oeste;45,1;45,1 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-039-M;64;64;38;38;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
STONEY;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Irlanda;irlandês;19;Século 19;Oakley Park;1826;London;1911;Avaliação do número de Avogadro em 1867. Autor da hipótese da existência do electrão em 1891.;-156,1;156,1 ° Oeste;-55,3;55,3 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;42;42;25;25;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
STORMER;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Noruega;Norvegian;20;Século 20;Skien;1874;Oslo;1957;Especialista da atmosfera superior. Autor da teoria matemática das auroras polares.;-132,4;132,4 ° Oeste;-21,7;21,7 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;45;45;26;26;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
STRATTON;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrofísico;Reino Unido;britânico;20;Século 20;??;1881;??;1960;;164,6;164,6 ° Este;-5,8;5,8 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;II-034-M;70;70;41;41;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
STROMGREN;Cratera;;Zénon;UAI 1991 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Suécia;sueco;20;Século 20;Hälsingborg;1870;Copenhagen;1947;Investigações sobre os cometas e sobre o problema dos três corpos.;135,3;135,3 ° Este;-29,2;29,2 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;61;61;36;36;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
SUBBOTIN;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;U. R. S. S.;soviético;20;Século 20;??;1893;??;1966;;108,7;108,7 ° Este;37,5;37,5 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-181-H1;67;67;39;39;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
SUMNER;Cratera;;Zénon;UAI 1997 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Geógrafo;E. U. A.;norte-americano;19;Século 19;??;1807;??;1876;;-91,6;91,6 ° Oeste;10,8;10,8 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;IV-188-H2;50;50;29;29;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;1;Formação de baixo interesse ou difícil;14;Não observável;Não observável;30;Não observável;Não observável
SUNDMAN;Cratera;;Zénon;UAI 1979 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Finlândia;Finnish;20;Século 20;??;1873;??;1949;;112,7;112,7 ° Este;52;52 ° Norte;Nordeste;;VIII;Röntgen;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;40;40;24;24;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;0;Não observável;0;Lua Cheia;6 dias após o Quarto Minguante;999;Binóculo x10;Refractor 50 mm
SWANN;Cratera;;Zénon;UAI 1961 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;E. U. A.;norte-americano;20;Século 20;??;1884;??;1962;;105,7;105,7 ° Este;34;34 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-181-M;42;42;25;25;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
SZILARD;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;E. U. A.;norte-americano;20;Século 20;Budapest;1898;La Jolla;1964;Colaborador de Fermi. Pioneiro da construção da primeira pilha atómica. Descobridor do modo de produção de neutrões por bombardeamento gama do berílio.;146,4;146,4 ° Este;-4,4;4,4 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;I-115-H1;122;122;72;72;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
TAMM;Cratera;;Zénon;UAI 1973 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;U. R. S. S.;soviético;20;Século 20;Vladivostok;1895;Moscow;1971;Pioneiro da fusão termonuclear. Autor da teoria do efeito Tcherenkov com Frank. Prémio Nobel em 1958 com Frank e Tcherenkov.;92;92 ° Este;-0,7;0,7 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;38;38;22;22;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;1;Formação de baixo interesse ou difícil;1;Não observável;Não observável;30;Não observável;Não observável
TEISSERENC;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Meteorologista;França;francês;19;Século 19;Paris;1855;Cannes;1913;Promotor da utilização de balões-sonda. Descobridor da estratosfera.;-135,9;135,9 ° Oeste;32,2;32,2 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-031-H3 V-028-H2;62;62;36;36;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
TEN BRUGGENCATE;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Alemanha;alemão;20;Século 20;??;1901;??;1961;;134,4;134,4 ° Este;-9,5;9,5 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;I-136-M;59;59;35;35;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
TERESHKOVA;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Cosmonauta;U. R. S. S.;soviético;20;Século 20;??;1937;??;Vivante;Primeira mulher no espaço. Piloto da missão Vostok 3.;144,3;144,3 ° Este;28,4;28,4 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;31;31;18;18;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
TESLA;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Engenheiro;E. U. A.;norte-americano;20;Século 20;Smiljan;1856;New York;1943;Especialista em electricidade. Inventor de um motor assíncrono. Estudo das correntes de alta frequência.;124,7;124,7 ° Este;38,5;38,5 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-158-H2 V-163-M V-163-H2 V-158-M;43;43;25;25;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
THIEL;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Engenheiro;Alemanha;alemão;20;Século 20;??;1910;??;1943;Projectista de foguetes.;-134,5;134,5 ° Oeste;40,7;40,7 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-028-H3;32;32;19;19;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
THIESSEN;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Alemanha;alemão;20;Século 20;??;1914;??;1961;;-169;169 ° Oeste;75,4;75,4 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-029-M;66;66;39;39;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
THOMSON;Cratera;;Zénon;UAI 1973 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Reino Unido;britânico;20;Século 20;Cheetham Hill;1856;Cambridge;1940;Inventor do espectrografo de massa. Descobridor da rácio e/m do electrão em 1897. Presidente da Sociedade Real em 1916. Prémio Nobel em 1906.;166,2;166,2 ° Este;-32,7;32,7 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;II-075-M;117;117;69;69;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
TIKHOMIROV;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Químico;U. R. S. S.;soviético;20;Século 20;??;1860;??;1930;;162;162 ° Este;25,2;25,2 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;65;65;38;38;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
TIKHOV;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;U. R. S. S.;soviético;20;Século 20;??;1875;??;1960;;171,7;171,7 ° Este;62,3;62,3 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-053-M;83;83;49;49;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
TILING;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Engenheiro;Alemanha;alemão;20;Século 20;??;1890;??;1933;Projectista de foguetes.;-132,6;132,6 ° Oeste;-53,1;53,1 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;38;38;22;22;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
TIMIRYAZEV;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Biólogo;Russia;russo;20;Século 20;Saint-Petersburg;1843;Moscow;1920;Partidário de Darwin. Descobridor da acção da clorofila.;-147;147 ° Oeste;-5,5;5,5 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-030-H3 I-040-H2 I-028-M I-040-M;53;53;31;31;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
TISELIUS;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Químico;Suécia;sueco;20;Século 20;Stockholm;1902;Uppsala;1971;Descobridor de várias proteínas do sangue e do leite. Separação dos aminoácidos. Prémio Nobel em 1948.;176,5;176,5 ° Este;7;7 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;II-034-M;53;53;31;31;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
TITIUS;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Alemanha;alemão;18;Século 18;Konitz;1729;Wittenberg;1796;Co-autor de uma lei empírica sobre a órbita dos planetas em 1766 e confirmada por Bode em 1772. ;100,7;100,7 ° Este;-26,8;26,8 ° Sul;Sudeste;;IV;Curie;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;73;73;43;43;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;1;2 dias após a Lua Nova;1 dia após a Lua Cheia;30;Binóculo x10;Refractor 50 mm
TITOV;Cratera;;Zénon;UAI 19XX ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Cosmonauta;U. R. S. S.;soviético;20;Século 20;??;1935;Alive;;Segundo homem a voar no espaço a 1962 na cabina Vostok 2..;150,5;150,5 ° Este;28,6;28,6 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;31;31;18;18;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
TOLSTOY;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Escritor;Russia;russo;19;Século 19;Iasnaïa Poliana;1828;Astapovo;1910;"Autor de numerosas novelas incluindo ""Anna Karenine"" e ""Guerra e Paz"".";93,3;93,3 ° Este;-4,2;4,2 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;52;52;31;31;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;1;2 dias após a Lua Nova;1 dia após a Lua Cheia;30;Binóculo x10;Refractor 50 mm
TRUMPLER;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;E. U. A.;norte-americano;20;Século 20;??;1866;??;1956;;167,1;167,1 ° Este;29,3;29,3 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-079-H1 V-079-M V-085-M;77;77;45;45;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
TSANDER;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Engenheiro;U. R. S. S.;soviético;20;Século 20;??;1887;??;1939;Projectista de foguetes.;-149,3;149,3 ° Oeste;6,2;6,2 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-030-H3 I-039-M I-035-M V-032-M I-040-M;181;181;106;106;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
TSERASKIY;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Russia;russo;20;Século 20;??;1849;??;1925;;141,6;141,6 ° Este;-49;49 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;56;56;33;33;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
TSINGER;Cratera;;Zénon;UAI 1973 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Russia;russo;20;Século 20;??;1842;??;1918;;175,6;175,6 ° Este;56,7;56,7 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-053-M V-053-H3;44;44;26;26;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
TSIOLKOVSKI;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Cientista;Russia;russo;20;Século 20;Ijevskoïe;1857;Kalouga;1935;Professor de Matemática. Autor da teoria de motores de foguetes. Inventor de foguetes baseados em propulsores líquidos incluindo o par hidrogénio/oxigénio. Inventor de foguetes de vários andares, de estações orbitais e de colónias espaciais.;128,9;128,9 ° Este;-21,2;21,2 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;III-121-H2 III-121-H1 III-121-M I-117-M I-136-M IV-123-M I-115-M I-102-M;185;185;109;109;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
TSU CHUNG-CHI;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Matemático;China;chinês;5;Século 5º;??;430;??;501;;145,1;145,1 ° Este;17,3;17,3 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;28;28;16;16;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
TYNDALL;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Irlanda;irlandês;19;Século 19;Leighlin Bridge;1820;Hindhead;1893;Numerosos trabalhos sobre a radiação térmica, os raios luminosos, e a condutibilidade dos gases. Autor da teoria do avanço dos glaciares pelo fenómeno de fractura e regelo da água.;117;117 ° Este;-34,9;34,9 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;18;18;11;11;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
VALIER;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Engenheiro;Alemanha;alemão;20;Século 20;??;1895;??;1930;Projectista de foguetes.;174,5;174,5 ° Este;6,8;6,8 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;II-034-M II-034-H2;67;67;39;39;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
VALLIS PLANCK;Vale;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Alemanha;alemão;20;Século 20;Kiel;1858;Göttingen;1947; Especialista em termodinâmica. Criador da noção de quantum e pai da mecânica quântica em 1900. Prémio Nobel em 1918.;126,1;126,1 ° Este;-58,4;58,4 ° Sud;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;IV-008-M;451;10;265;6;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
VALLIS SCHRODINGER;Vale;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Áustria;austríaco;20;Século 20;Vienna;1887;Vienna;1961;Autor de uma das equações fundamentais da física quântica em 1926. Prémio Nobel em 1933.;105;105,0 ° Este;-67;67,0 ° Sud;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;IV-008-M;310;10;182;6;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
VAN DE GRAAFF;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;E. U. A.;norte-americano;20;Século 20;Tuscaloosa;1901;Boston;1967;Inventor de um tipo de acelerador de partículas em 1930. Autor de numerosos estudos em física nuclear.;172,2;172,2 ° Este;-27,4;27,4 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-065-M II-075-M II-033-M;233;233;137;137;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
VAN DEN BERGH;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Holanda;holandês;20;Século 20;??;1890;??;1966;;-159,1;159,1 ° Oeste;31,3;31,3 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;42;42;25;25;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
VAN DEN BOS;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;África do Sul;Sul-Africano;20;Século 20;??;1896;??;1974;;146;146 ° Este;-5,3;5,3 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;22;22;13;13;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
VAN DER WAALS;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Holanda;holandês;20;Século 20;Leyde;1837;Amsterdam;1923;Autor de uma lei sobre os estados dos fluidos em 1880. Autor de uma teoria dinâmica da capilaridade. Prémio Nobel em 1910.;119,9;119,9 ° Este;-43,9;43,9 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;104;104;61;61;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
VAN GENT;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Holanda;holandês;20;Século 20;??;1900;??;1947;;160,4;160,4 ° Este;15,4;15,4 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;43;43;25;25;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
VAN MAANEN;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;E. U. A.;norte-americano;20;Século 20;??;1884;??;1946;Descobridor de uma estrela de forte movimento própio na constelação de Peixes.;128;128 ° Este;35,7;35,7 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-158-M V-163-M;60;60;35;35;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
