NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;SUBTYPE;PERIOD;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;OuestFALL;WOOD;LOPAM;LENGTH_KM;WIDE_KM;LENGTH_MI;WIDE_MI;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;GENERAL_1;SLOPES;WALLS;FLOOR;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NordERN_LATITUDE;IAU_SudERN_LATITUDE;IAU_EstERN_LONGITUDE;IAU_OuestERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
NELIOTA 67;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 67;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;60,2;60,2;60 ° 12 '  Est;26,6;26 ° 36 '  Nord;Face visible;Nord-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 08 08 @ 02:29:44.573 UT;R Magnitude = 8,36 +/- 0,04 & I Magnitude = 7,3 +/- 0,02 > Latitude : 26,6 ° +/- 0,5 ° > Longitude : 60,2 ° +/- 0,5 °;Images R : 2 & Images I : 5;Eclair de géocroiseur validé / Durée maximale : 0,165 / Airmass : 2,363;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 68;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 68;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;10,3;10,3;10 ° 18 '  Est;13,2;13 ° 12 '  Nord;Face visible;Nord-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 08 08 @ 02:52:25.876 UT;R Magnitude = 11,05 +/- 0,31 & I Magnitude = 9,74 +/- 0,1 > Latitude : 13,2 ° +/- 0,5 ° > Longitude : 10,3 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair de géocroiseur validé / Durée maximale : 0,033 / Airmass : 2,074;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 69;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 69;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-62,4;297,6;62 ° 24 '  Ouest;11,7;11 ° 42 '  Nord;Face visible;Nord-Ouest;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 08 15 @ 18:08:16.637 UT;R Magnitude = 11,8 +/- 0,36 & I Magnitude = 9,56 +/- 0,09 > Latitude : 11,7 ° +/- 0,5 ° > Longitude : -62,4 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair de géocroiseur validé / Durée maximale : 0,033 / Airmass : 2,596;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 70;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 70;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-16,9;343,1;16 ° 54 '  Ouest;26,8;26 ° 48 '  Nord;Face visible;Nord-Ouest;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 08 17 @ 19:00:54.395 UT;R Magnitude = 8,92 +/- 0,14 & I Magnitude = 8,59 +/- 0,09 > Latitude : 26,8 ° +/- 0,5 ° > Longitude : -16,9 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair de géocroiseur suspecté / Durée maximale : 0,033 / Airmass : 2,537;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 71;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 71;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-32;328;32 ° 0 '  Ouest;16,8;16 ° 48 '  Nord;Face visible;Nord-Ouest;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 08 17 @ 19:00:54.837 UT;R Magnitude = 9,14 +/- 0,13 & I Magnitude = 8,63 +/- 0,09 > Latitude : 16,8 ° +/- 0,5 ° > Longitude : -32 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair de géocroiseur suspecté / Durée maximale : 0,033 / Airmass : 2,537;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 72;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 72;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;29,2;29,2;29 ° 12 '  Est;-24,7;24 ° 18 '  Sud;Face visible;Sud-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 09 04 @ 01:33:52.975 UT;R Magnitude = 9,87 +/- 0,3 & I Magnitude = 9,18 +/- 0,1 > Latitude : -24,7 ° +/- 0,5 ° > Longitude : 29,2 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair de géocroiseur validé / Durée maximale : 0,033 / Airmass : 1,587;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 73;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 73;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;52,1;52,1;52 ° 6 '  Est;9,5;9 ° 30 '  Nord;Face visible;Nord-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 09 05 @ 01:51:37.399 UT;R Magnitude = 7,84 +/- 0,07 & I Magnitude = 6,6 +/- 0,02 > Latitude : 9,5 ° +/- 0,5 ° > Longitude : 52,1 ° +/- 0,5 °;Images R : 4 & Images I : 12;Eclair de géocroiseur validé / Durée maximale : 0,396 / Airmass : 1,902;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 74;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 74;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;15,2;15,2;15 ° 12 '  Est;-15,5;15 ° 30 '  Sud;Face visible;Sud-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 09 05 @ 02:47:54.403 UT;R Magnitude = 10,61 +/- 0,37 & I Magnitude = 9,09 +/- 0,09 > Latitude : -15,5 ° +/- 0,5 ° > Longitude : 15,2 ° +/- 0,5 °;Images R : 1 & Images I : 2;Eclair de géocroiseur validé / Durée maximale : 0,066 / Airmass : 1,476;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 75;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 75;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;72,5;72,5;72 ° 30 '  Est;-18,6;18 ° 24 '  Sud;Face visible;Sud-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 09 06 @ 02:00:33.053 UT;R Magnitude = 10,95 +/- 0,3 & I Magnitude = 10,33 +/- 0,14 > Latitude : -18,6 ° +/- 0,5 ° > Longitude : 72,5 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair de géocroiseur validé / Durée maximale : 0,033 / Airmass : 2,699;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 76;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 76;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;60,8;60,8;60 ° 48 '  Est;0;0 ° 0 '  Nord;Face visible;Sud-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 09 06 @ 03:10:04.087 UT;R Magnitude = 11,18 +/- 0,25 & I Magnitude = 9,86 +/- 0,09 > Latitude : 0 ° +/- 0,5 ° > Longitude : 60,8 ° +/- 0,5 °;Images R : 1 & Images I : 2;Eclair de géocroiseur validé / Durée maximale : 0,066 / Airmass : 1,74;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 77;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 77;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;15,2;15,2;15 ° 12 '  Est;-20,6;20 ° 24 '  Sud;Face visible;Sud-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 10 06 @ 03:59:22.115 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 11,62 +/- 0,49 > Latitude : -20,6 ° +/- 0,5 ° > Longitude : 15,2 ° +/- 0,5 °;Images R : 0 & Images I : 1;Eclair de géocroiseur suspecté / Durée maximale : 0,033 / Airmass : 1,938;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 78;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 78;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-53,3;306,7;53 ° 18 '  Ouest;5,5;5 ° 30 '  Nord;Face visible;Nord-Ouest;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 10 15 @ 18:17:49.314 UT;R Magnitude = 9,61 +/- 0,17 & I Magnitude = 8,84 +/- 0,08 > Latitude : 5,5 ° +/- 0,5 ° > Longitude : -53,3 ° +/- 0,5 °;Images R : 1 & Images I : 2;Véritable éclair validé / Durée maximale : 0,066 / Airmass : 2,894;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 79;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 79;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-39,9;320,1;39 ° 54 '  Ouest;-20,3;20 ° 42 '  Sud;Face visible;Sud-Ouest;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 11 12 @ 16:09:13.209 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 9,72 +/- 0,11 > Latitude : -20,3 ° +/- 0,5 ° > Longitude : -39,9 ° +/- 0,5 °;Images R : 0 & Images I : 1;Eclair suspecté / Durée maximale : 0,033 / Airmass : 2,362;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 80;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 80;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-69,5;290,5;69 ° 30 '  Ouest;14,6;14 ° 36 '  Nord;Face visible;Nord-Ouest;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 11 12 @ 17:00:02.156 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 8,7 +/- 0,07 > Latitude : 14,6 ° +/- 0,5 ° > Longitude : -69,5 ° +/- 0,5 °;Images R : 0 & Images I : 2;Eclair de géocroiseur suspecté / Durée maximale : 0,067 / Airmass : 2,672;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 81;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 81;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-64,1;295,9;64 ° 6 '  Ouest;-11,2;11 ° 48 '  Sud;Face visible;Sud-Ouest;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 11 14 @ 18:27:31.380 UT;R Magnitude = 9,34 +/- 0,22 & I Magnitude = 9,26 +/- 0,17 > Latitude : -11,2 ° +/- 0,5 ° > Longitude : -64,1 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair suspecté / Durée maximale : 0,033 / Airmass : 2,504;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 82;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 82;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-50,4;309,6;50 ° 24 '  Ouest;-4,9;4 ° 6 '  Sud;Face visible;Sud-Ouest;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 12 12 @ 16:20:16.296 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 10,11 +/- 0,19 > Latitude : -4,9 ° +/- 0,5 ° > Longitude : -50,4 ° +/- 0,5 °;Images R : 0 & Images I : 1;Eclair suspecté / Durée maximale : 0,033 / Airmass : 2,023;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
