NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;WIDE_KM;LENGTH_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1895;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK;
DOME SINAS E 5;TH1071N3195E;1071N3195E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Sinas E n° 5;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Benefactor;Greece;Greek;19;19 th century;?;1810;?;1876;??;31.95380108;31.95;31 ° 57 '  East;10.71944015;10 ° 43 '  North;Nearside;North - East;Central part of Mare Tranquillitatis;36;Cauchy;270;13c2 / 13c3;328C 334C 135C 143C 148C;;IV-078-H2;9;9;5.5;5.5;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NE of crater Sinas E;Moderate slopes, hemispherical, platykurtic mare dome;;;;Not described;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME SINAS E 6;TH1083N3231E;1083N3231E;Registered feature;Dome;TH;Volcano;Extrusive volcanism;N / A;N / A;N / A;Dome of Sinas E n° 6;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Benefactor;Greece;Greek;19;19 th century;?;1810;?;1876;??;32.31212488;32.31;32 ° 19 '  East;10.83608944;10 ° 50 '  North;Nearside;North - East;Central part of Mare Tranquillitatis;36;Cauchy;270;13c2 / 13c3;328C 334C 135C 143C 148C;;IV-078-H2;2;2;1.2;1.2;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NE of crater Sinas E;Hemispherical, steep slopes;;;;Not described;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;150;150 mm refractor;300 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME SINAS E 7;TH1106N3022E;1106N3022E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Sinas E n° 7;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Benefactor;Greece;Greek;19;19 th century;?;1810;?;1876;??;30.22288713;30.22;30 ° 13 '  East;11.06952497;11 ° 4 '  North;Nearside;North - East;Central part of Mare Tranquillitatis;36;Cauchy;270;13c2 / 13c3;328C 334C 135C 143C 148C;;IV-078-H2;5.5;5.5;3.3;3.3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NW of crater Sinas E;Bright mare dome, steep slopes;;;;Not described;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME SINAS H 8;TH1060N3388E;1060N3388E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Sinas H n° 8;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Benefactor;Greece;Greek;19;19 th century;?;1810;?;1876;??;33.88438916;33.88;33 ° 53 '  East;10.60283581;10 ° 36 '  North;Nearside;North - East;Central part of Mare Tranquillitatis;36;Cauchy;270;13c2 / 13c3;328C 334C 135C 143C 148C;;IV-078-H2;7;7;4.3;4.3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NE of crater Sinas H;Low-profile, oval base, deep summit craterpit;;;;Not described;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME SINAS H 9;TH1182N3383E;1182N3383E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Sinas H n° 9;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Benefactor;Greece;Greek;19;19 th century;?;1810;?;1876;??;33.83656938;33.84;33 ° 50 '  East;11.82949905;11 ° 50 '  North;Nearside;North - East;Central part of Mare Tranquillitatis;36;Cauchy;270;13c2 / 13c3;328C 334C 135C 143C 148C;;IV-078-H2;11;11;6.7;6.7;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NW of crater Sinas H;Low, light color dome on wrinkle ridge;;;;Not described;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME SIRSALIS B 1;TH1066S6574W;1066S6574W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Sirsalis B n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Italy;Italian;17;17 th century;?;1584;?;1654;Selenographer.;-65.74663854;294.25;65 ° 45 '  West;-10.6611324;10 ° 40 '  South;Nearside;South - West;Moon West limb;39;Grimaldi;187;12e5 / 12e6;061 C 067C 075C 080C 233C 237C/S;;IV-161-H2;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;W of crater Sirsalis B;In crater-pocked valley of ghost crater Rocca W south of Grimaldi;;;;Not described;3;Very interesting formation;13;6 days after First Quarter;5 days after Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME SIRSALIS C 1;TH1083S6525W;1083S6525W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Sirsalis C n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Italy;Italian;17;17 th century;?;1584;?;1654;Selenographer.;-65.25695418;294.74;65 ° 15 '  West;-10.83608944;10 ° 50 '  South;Nearside;South - West;Moon West limb;39;Grimaldi;187;12e5 / 12e6;061 C 067C 075C 080C 233C 237C/S;;IV-161-H2;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;W of crater Sirsalis C;In crater-pocked valley of ghost crater Rocca W south of Grimaldi;;;;Not described;3;Very interesting formation;13;6 days after First Quarter;5 days after Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME SIRSALIS C 2;TH1048S6497W;1048S6497W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Sirsalis C n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Italy;Italian;17;17 th century;?;1584;?;1654;Selenographer.;-64.97641772;295.02;64 ° 59 '  West;-10.48627587;10 ° 29 '  South;Nearside;South - West;Moon West limb;39;Grimaldi;187;12e5 / 12e6;061 C 067C 075C 080C 233C 237C/S;;IV-161-H2;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;W of crater Sirsalis C;In crater-pocked valley of ghost crater Rocca W south of Grimaldi;;;;Not described;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME SIRSALIS C 3;TH984S6584W;984S6584W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Sirsalis C n° 3;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Italy;Italian;17;17 th century;?;1584;?;1654;Selenographer.;-65.84465059;294.16;65 ° 51 '  West;-9.845966249;9 ° 51 '  South;Nearside;South - West;Moon West limb;39;Grimaldi;187;12e5 / 12e6;061 C 067C 075C 080C 233C 237C/S;;IV-161-H2;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NW of crater Sirsalis C;In crater-pocked valley of ghost crater Rocca W south of Grimaldi;;;;Not described;3;Very interesting formation;13;6 days after First Quarter;5 days after Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME SIRSALIS Z 1;TH1013S6124W;1013S6124W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Sirsalis Z n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Italy;Italian;17;17 th century;?;1584;?;1654;Selenographer.;-61.24501515;298.75;61 ° 15 '  West;-10.13685717;10 ° 8 '  South;Nearside;South - West;Moon West limb;39;Grimaldi;187;12e5 / 12e6;061 C 067C 075C 080C 233C 237C/S;;IV-161-H2;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;E of crater Sirsalis Z;Not described;;;;Not described;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME STEVINUS 1;TH3454N5430E;3454N5430E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Stevinus n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician optician and engineer;Belgium;Belgian;16;16 th century;Bruges;1548;La Haye;1620;Specialist of fractions. Works on levers and centers of gravity. Author of many treaties;54.30862504;54.31;54 ° 19 '  East;34.54129046;34 ° 32 '  North;Nearside;North - East;Moon South-East limb;69;Furnerius;113;3d2;309S 315S 112C 119S 124C/S;;IV-059-H3;1;1;0.6;0.6;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;Inside crater Stevinus;Not described;;;;Not described;3;Very interesting formation;3;3 days after New Moon;2 days after Full Moon;250;250 mm reflector;500 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME SUESS 1;TH493N4848W;493N4848W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Suess n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Geologist;Austria;Austrian;19;19 th century;London;1831;Vienne;1914;Professor in the university of Comes in 1857. First general geology of the Earth in the work 'Face of the Earth' in 1909. Discoverer of the cosmic origin of the moldavites.;-48.48429842;311.52;48 ° 29 '  West;4.93353123;4 ° 56 '  North;Nearside;North - West;Central part of Oceanus Procellarum;29;Marius;257;4 e5;048C 055N/C 061C 067N/C 225N/C;;IV-150-H1;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NW of crater Suess;Mare ridge;;;;Not described;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME SULPICIUS GALLUS 1;TH1745N1637E;1745N1637E;Registered feature;Dome;TH;Volcano;Extrusive volcanism;N / A;N / A;N / A;Dome of Sulpicius Gallus n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Statesman;Rome;Roman;-3;3 rd century BC;?;vers 250 a;?;?;??;16.37892775;16.38;16 ° 23 '  East;17.45760312;17 ° 27 '  North;Nearside;North - East;South-West part of Mare Serenitatis;23;LinnÃ©;285;1 e2;351C 154C 161C 167N;;IV-097-H3;12;12;7.3;7.3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;S of crater Sulpicius Gallus;Cut by graben, in Montes Haemus;;;;Not described;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME SULPICIUS GALLUS 2;TH1902N1227E;1902N1227E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Sulpicius Gallus n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Statesman;Rome;Roman;-3;3 rd century BC;?;vers 250 a;?;?;??;12.27565491;12.28;12 ° 17 '  East;19.02617069;19 ° 2 '  North;Nearside;North - East;South-West part of Mare Serenitatis;23;LinnÃ©;285;1 e2;351C 154C 161C 167N;;IV-097-H3;4;5;2.4;3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SE of crater Sulpicius Gallus;Not described;;;;Not described;3;Very interesting formation;7;First Quarter;6 days after Full Moon;100;100 mm refractor;200 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME SULPICIUS GALLUS 3;TH2012N1123E;2012N1123E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Sulpicius Gallus n° 3;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Statesman;Rome;Roman;-3;3 rd century BC;?;vers 250 a;?;?;??;11.23855939;11.24;11 ° 14 '  East;20.120764;20 ° 7 '  North;Nearside;North - East;South-West part of Mare Serenitatis;23;LinnÃ©;285;1 e2;351C 154C 161C 167N;;IV-097-H3;12;114;7.3;69.2;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NW of crater Sulpicius Gallus;Large summit craterpit;;;;Not described;3;Very interesting formation;7;First Quarter;6 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME SULPICIUS GALLUS 4;TH2012N1074E;2012N1074E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Sulpicius Gallus n° 4;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Statesman;Rome;Roman;-3;3 rd century BC;?;vers 250 a;?;?;??;10.74127938;10.74;10 ° 44 '  East;20.120764;20 ° 7 '  North;Nearside;North - East;South-West part of Mare Serenitatis;23;LinnÃ©;285;1 e2;351C 154C 161C 167N;;IV-097-H3;16;10;9.7;6.1;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NW of crater Sulpicius Gallus;Not described;;;;Not described;3;Very interesting formation;7;First Quarter;6 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME SULPICIUS GALLUS 5;TH2067N1140E;2067N1140E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Sulpicius Gallus n° 5;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Statesman;Rome;Roman;-3;3 rd century BC;?;vers 250 a;?;?;??;11.40419697;11.4;11 ° 24 '  East;20.67091869;20 ° 40 '  North;Nearside;North - East;South-West part of Mare Serenitatis;23;LinnÃ©;285;1 e2;351C 154C 161C 167N;;IV-097-H3;4;4;2.4;2.4;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NW of crater Sulpicius Gallus;Mare dome, near western shore of Mare Serenitatis;;;;Not described;3;Very interesting formation;7;First Quarter;6 days after Full Moon;100;100 mm refractor;200 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TOBIAS MAYER 1;TH1359N2993W;1359N2993W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of T Mayer n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;18;18 th century;Marbach;1723;GÃ¶ttingen;1762;Selenographer. Author of lunar position tables in 1761.;-29.93211514;330.07;29 ° 56 '  West;13.59162277;13 ° 35 '  North;Nearside;North - West;Region between Oceanus Procellarum and Mare Imbrium;19;Brayley;301;;036N/C 040N/C 201N/C 205C;;IV-133-H2;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SW of crater T, Mayer;Small dome;;;;Not described;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TOBIAS MAYER D 1;TH1194N2738W;1194N2738W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of T Mayer D n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;18;18 th century;Marbach;1723;GÃ¶ttingen;1762;Selenographer. Author of lunar position tables in 1761.;-27.38467811;332.62;27 ° 23 '  West;11.94660226;11 ° 57 '  North;Nearside;North - West;Region between Oceanus Procellarum and Mare Imbrium;19;Brayley;301;;036N/C 040N/C 201N/C 205C;;IV-133-H2;12.3;12.3;7.5;7.5;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SW of crater T, Mayer D;Triangular, platykurtic, summit craterpit, in Copernicus ejecta blanket;;;;Not described;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TOBIAS MAYER P 1;TH1376N2934W;1376N2934W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of T Mayer P n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;18;18 th century;Marbach;1723;GÃ¶ttingen;1762;Selenographer. Author of lunar position tables in 1761.;-29.34600048;330.65;29 ° 21 '  West;13.76852875;13 ° 46 '  North;Nearside;North - West;Region between Oceanus Procellarum and Mare Imbrium;19;Brayley;301;;036N/C 040N/C 201N/C 205C;;IV-133-H2;3;3;1.8;1.8;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;Inside crater T, Mayer P;Hemispherical, small summit craterpit;;;;Not described;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;100;100 mm refractor;200 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TOBIAS MAYER P 2;TH1400N2870W;1400N2870W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of T Mayer P n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;18;18 th century;Marbach;1723;GÃ¶ttingen;1762;Selenographer. Author of lunar position tables in 1761.;-28.7034029;331.3;28 ° 42 '  West;14.0046121;14 ° 0 '  North;Nearside;North - West;Region between Oceanus Procellarum and Mare Imbrium;19;Brayley;301;;036N/C 040N/C 201N/C 205C;;IV-133-H2;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;Inside crater T, Mayer P;Member of dome field on crater floor;;;;Not described;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TOBIAS MAYER P 3;TH1400N2924W;1400N2924W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of T Mayer P n° 3;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;18;18 th century;Marbach;1723;GÃ¶ttingen;1762;Selenographer. Author of lunar position tables in 1761.;-29.24339557;330.76;29 ° 15 '  West;14.0046121;14 ° 0 '  North;Nearside;North - West;Region between Oceanus Procellarum and Mare Imbrium;19;Brayley;301;;036N/C 040N/C 201N/C 205C;;IV-133-H2;3;3;1.8;1.8;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;Inside crater T, Mayer P;Hemispherical, joins with another dome, in dome field;;;;Not described;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;100;100 mm refractor;200 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TOBIAS MAYER P 4;TH1400N2951W;1400N2951W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of T Mayer P n° 4;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;18;18 th century;Marbach;1723;GÃ¶ttingen;1762;Selenographer. Author of lunar position tables in 1761.;-29.51446024;330.49;29 ° 31 '  West;14.0046121;14 ° 0 '  North;Nearside;North - West;Region between Oceanus Procellarum and Mare Imbrium;19;Brayley;301;;036N/C 040N/C 201N/C 205C;;IV-133-H2;3;3;1.8;1.8;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;Inside crater T, Mayer P;Hemispherical, joins with another dome, in dome field;;;;Not described;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;100;100 mm refractor;200 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TOBIAS MAYER P 5;TH1412N2932W;1412N2932W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of T Mayer P n° 5;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;18;18 th century;Marbach;1723;GÃ¶ttingen;1762;Selenographer. Author of lunar position tables in 1761.;-29.32771427;330.67;29 ° 20 '  West;14.12274455;14 ° 7 '  North;Nearside;North - West;Region between Oceanus Procellarum and Mare Imbrium;19;Brayley;301;;036N/C 040N/C 201N/C 205C;;IV-133-H2;3;3;1.8;1.8;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;Inside crater T, Mayer P;Hemispherical, joins with another dome, in dome field;;;;Not described;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;100;100 mm refractor;200 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TARUNTIUS 1;TH447N4818E;447N4818E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Taruntius n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and philosopher;Rome;Roman;-2;2 nd century BC;?;?;?;86 av JC;??;48.18234427;48.18;48 ° 11 '  East;4.473614892;4 ° 28 '  North;Nearside;North - East;North edge of Mare Fecunditatis;37;Taruntius;268;;315C 323N/C 328C 124C 131C;MM107;IV-191-H3 IV-061-H1;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;E of crater Taruntius;Not described;;;;Not described;3;Very interesting formation;4;4 days after New Moon;3 days after Full Moon;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
